design,time,arm_angle,counterweight_x,counterweight_y,arm_tip_x,arm_tip_y,projectile_x,projectile_y,released
initial,0.300000000,-0.633481244,-0.902696479,7.662978262,2.820892587,4.928150211,1.357387583,2.901290120,false
initial,0.316666667,-0.620883028,-0.910977078,7.651553506,2.846769541,4.963851821,1.412949088,2.915884845,false
initial,0.333333333,-0.607724718,-0.919471428,7.639510438,2.873314476,5.001485594,1.471240521,2.931654773,false
initial,0.350000000,-0.594021130,-0.928148533,7.626850628,2.900430532,5.041046624,1.532223566,2.948674296,false
initial,0.366666667,-0.579787599,-0.936976639,7.613576634,2.928018488,5.082526917,1.595856635,2.967022628,false
initial,0.383333333,-0.565040002,-0.945923332,7.599692135,2.955977049,5.125914979,1.662094446,2.986783653,false
initial,0.400000000,-0.549794776,-0.954955631,7.585202056,2.984203155,5.171195416,1.730887569,3.008045730,false
initial,0.416666667,-0.534068939,-0.964040100,7.570112693,3.012592327,5.218348560,1.802181959,3.030901453,false
initial,0.433333333,-0.517880097,-0.973142973,7.554431821,3.041039044,5.267350114,1.875918473,3.055447354,false
initial,0.450000000,-0.501246464,-0.982230278,7.538168801,3.069437158,5.318170830,1.952032372,3.081783552,false
initial,0.466666667,-0.484186861,-0.991267987,7.521334670,3.097680332,5.370776220,2.030452826,3.110013344,false
initial,0.483333333,-0.466720721,-1.000222163,7.503942223,3.125662517,5.425126309,2.111102413,3.140242717,false
initial,0.500000000,-0.448868086,-1.009059120,7.486006073,3.153278454,5.481175428,2.193896635,3.172579811,false
initial,0.516666667,-0.430649600,-1.017745594,7.467542709,3.180424191,5.538872064,2.278743445,3.207134286,false
initial,0.533333333,-0.412086495,-1.026248910,7.448570520,3.206997633,5.598158754,2.365542812,3.244016634,false
initial,0.550000000,-0.393200575,-1.034537170,7.429109814,3.232899094,5.658972043,2.454186319,3.283337410,false
initial,0.566666667,-0.374014189,-1.042579425,7.409182814,3.258031868,5.721242498,2.544556810,3.325206387,false
initial,0.583333333,-0.354550203,-1.050345862,7.388813628,3.282302791,5.784894788,2.636528105,3.369731645,false
initial,0.600000000,-0.334831966,-1.057807984,7.368028207,3.305622814,5.849847826,2.729964780,3.417018594,false
initial,0.616666667,-0.314883265,-1.064938786,7.346854280,3.327907544,5.916014973,2.824722046,3.467168936,false
initial,0.633333333,-0.294728282,-1.071712924,7.325321264,3.349077787,5.983304313,2.920645709,3.520279579,false
initial,0.650000000,-0.274391543,-1.078106880,7.303460156,3.369060048,6.051618986,3.017572251,3.576441507,false
initial,0.666666667,-0.253897857,-1.084099112,7.281303415,3.387787007,6.120857578,3.115329022,3.635738626,false
initial,0.683333333,-0.233272262,-1.089670191,7.258884810,3.405197946,6.190914572,3.213734562,3.698246593,false
initial,0.700000000,-0.212539956,-1.094802925,7.236239263,3.421239136,6.261680848,3.312599047,3.764031652,false
initial,0.716666667,-0.191726230,-1.099482462,7.213402676,3.435864161,6.333044223,3.411724886,3.833149481,false
initial,0.733333333,-0.170856402,-1.103696379,7.190411745,3.449034192,6.404890039,3.510907444,3.905644086,false
initial,0.750000000,-0.149955742,-1.107434744,7.167303762,3.460718187,6.477101766,3.609935910,3.981546749,false
initial,0.766666667,-0.129049404,-1.110690165,7.144116416,3.470893035,6.549561641,3.708594294,4.060875050,false
initial,0.783333333,-0.108162352,-1.113457807,7.120887584,3.479543622,6.622151305,3.806662562,4.143631986,false
initial,0.800000000,-0.087319292,-1.115735396,7.097655127,3.486662830,6.694752453,3.903917877,4.229805209,false
initial,0.816666667,-0.066544601,-1.117523196,7.074456683,3.492251473,6.767247472,4.000135955,4.319366385,false
initial,0.833333333,-0.045862268,-1.118823965,7.051329471,3.496318154,6.839520062,4.095092508,4.412270716,true
initial,0.850000000,-0.024917417,-1.119653793,7.027904656,3.498912054,6.912798100,4.189420414,4.505153046,true
initial,0.866666667,-0.003463770,-1.119994819,7.003879419,3.499977466,6.987876836,4.283748319,4.595310376,true
initial,0.883333333,0.018480635,-1.119810352,6.979302837,3.499400727,7.064678512,4.378076225,4.682742706,true
initial,0.900000000,0.040884545,-1.119065734,6.954221997,3.497073532,7.143055979,4.472404131,4.767450036,true
initial,0.916666667,0.063715451,-1.117729089,6.928686858,3.492896271,7.222853113,4.566732036,4.849432367,true
initial,0.933333333,0.086939560,-1.115771696,6.902750156,3.486779194,7.303905122,4.661059942,4.928689697,true
initial,0.950000000,0.110521776,-1.113168356,6.876467260,3.478643559,7.386038976,4.755387847,5.005222027,true
initial,0.966666667,0.134425692,-1.109897753,6.849895995,3.468422751,7.469073969,4.849715753,5.079029357,true
initial,0.983333333,0.158613583,-1.105942790,6.823096428,3.456063348,7.552822403,4.944043658,5.150111687,true
initial,1.000000000,0.183046408,-1.101290914,6.796130603,3.441526124,7.637090387,5.038371564,5.218469017,true
initial,1.016666667,0.207683824,-1.095934410,6.769062251,3.424786967,7.721678766,5.132699470,5.284101347,true
initial,1.033333333,0.232484205,-1.089870661,6.741956457,3.405837702,7.806384152,5.227027375,5.347008677,true
initial,1.050000000,0.257404673,-1.083102373,6.714879299,3.384686787,7.891000049,5.321355281,5.407191007,true
initial,1.066666667,0.282401133,-1.075637760,6.687897462,3.361359891,7.975318079,5.415683186,5.464648337,true
initial,1.083333333,0.307428325,-1.067490676,6.661077818,3.335900308,8.059129262,5.510011092,5.519380667,true
initial,1.100000000,0.332439881,-1.058680701,6.634487006,3.308369226,8.142225358,5.604338998,5.571387997,true
initial,1.116666667,0.357388396,-1.049233168,6.608190987,3.278845811,8.224400240,5.698666903,5.620670327,true
initial,1.133333333,0.382225500,-1.039179137,6.582254604,3.247427123,8.305451275,5.792994809,5.667227657,true
initial,1.150000000,0.406901954,-1.028555305,6.556741144,3.214227838,8.385180697,5.887322714,5.711059987,true
initial,1.166666667,0.431367741,-1.017403858,6.531711910,3.179379787,8.463396935,5.981650620,5.752167317,true
initial,1.183333333,0.455572178,-1.005772264,6.507225815,3.143031306,8.539915891,6.075978525,5.790549647,true
initial,1.200000000,0.479464029,-0.993713005,6.483339000,3.105346400,8.614562120,6.170306431,5.826206977,true
initial,1.216666667,0.502991632,-0.981283259,6.460104493,3.066503742,8.687169916,6.264634337,5.859139307,true
initial,1.233333333,0.526103027,-0.968544515,6.437571903,3.026695490,8.757584251,6.358962242,5.889346637,true
initial,1.250000000,0.548746100,-0.955562161,6.415787165,2.986125971,8.825661574,6.453290148,5.916828967,true
initial,1.266666667,0.570868725,-0.942405005,6.394792342,2.945010213,8.891270445,6.547618053,5.941586297,true
initial,1.283333333,0.592418919,-0.929144780,6.374625478,2.903572373,8.954291972,6.641945959,5.963618627,true
initial,1.300000000,0.613344990,-0.915855602,6.355320519,2.862044062,9.014620075,6.736273864,5.982925957,true
initial,1.316666667,0.633595705,-0.902613413,6.336907295,2.820662598,9.072161532,6.830601770,5.999508287,true
initial,1.333333333,0.653120445,-0.889495407,6.319411567,2.779669206,9.126835839,6.924929676,6.013365617,true
initial,1.350000000,0.671869372,-0.876579441,6.302855138,2.739307187,9.178574856,7.019257581,6.024497947,true
initial,1.366666667,0.689793588,-0.863943449,6.287256029,2.699820080,9.227322271,7.113585487,6.032905277,true
initial,1.383333333,0.706845304,-0.851664857,6.272628707,2.661449840,9.273032867,7.207913392,6.038587607,true
initial,1.400000000,0.722977994,-0.839820010,6.258984375,2.624435038,9.315671628,7.302241298,6.041544937,true
initial,1.416666667,0.738146559,-0.828483611,6.246331311,2.589009124,9.355212687,7.396569203,6.041777267,true
initial,1.433333333,0.752307482,-0.817728187,6.234675242,2.555398739,9.391638140,7.490897109,6.039284597,true
initial,1.450000000,0.765418972,-0.807623573,6.224019762,2.523822118,9.424936757,7.585225015,6.034066927,true
initial,1.466666667,0.777441114,-0.798236428,6.214366768,2.494487564,9.455102597,7.679552920,6.026124257,true
initial,1.483333333,0.788336005,-0.789629776,6.205716925,2.467592029,9.482133582,7.773880826,6.015456587,true
initial,1.500000000,0.798067886,-0.781862585,6.198070130,2.443319783,9.506030029,7.868208731,6.002063917,true
initial,1.516666667,0.806603262,-0.774989368,6.191425980,2.421841181,9.526793192,7.962536637,5.985946247,true
initial,1.533333333,0.813911016,-0.769059826,6.185784232,2.403311536,9.544423829,8.056864543,5.967103577,true
initial,1.550000000,0.819962516,-0.764118513,6.181145241,2.387870079,9.558920828,8.151192448,5.945535907,true
initial,1.566666667,0.824731705,-0.760204537,6.177510371,2.375639020,9.570279916,8.245520354,5.921243237,true
initial,1.583333333,0.828195187,-0.757351285,6.174882378,2.366722692,9.578492489,8.339848259,5.894225567,true
initial,1.600000000,0.830332297,-0.755586176,6.173265734,2.361206780,9.583544559,8.434176165,5.864482897,true
initial,1.616666667,0.831125166,-0.754930442,6.172666919,2.359157632,9.585415878,8.528504070,5.832015227,true
initial,1.633333333,0.830561606,-0.755396578,6.173092496,2.360614293,9.584085937,8.622831976,5.796822557,true
initial,1.650000000,0.828649980,-0.756975945,6.174538029,2.365549771,9.579568595,8.717159882,5.758904887,true
initial,1.666666667,0.825407685,-0.759648372,6.176996683,2.373901026,9.571885219,8.811487787,5.718262217,true
initial,1.683333333,0.820854922,-0.763387451,6.180463671,2.385585540,9.561050765,8.905815693,5.674894547,true
initial,1.700000000,0.815014640,-0.768160761,6.184935985,2.400501996,9.547074641,9.000143598,5.628801877,true
initial,1.716666667,0.807912466,-0.773930105,6.190412065,2.418531029,9.529961722,9.094471504,5.579984207,true
initial,1.733333333,0.799576624,-0.780651781,6.196891430,2.439536073,9.509713517,9.188799409,5.528441537,true
initial,1.750000000,0.790037842,-0.788276880,6.204374268,2.463364284,9.486329439,9.283127315,5.474173867,true
initial,1.766666667,0.779329252,-0.796751607,6.212861003,2.489847561,9.459808170,9.377455221,5.417181197,true
initial,1.783333333,0.767486274,-0.806017647,6.222351834,2.518803665,9.430149091,9.471783126,5.357463527,true
initial,1.800000000,0.754546500,-0.816012546,6.232846269,2.550037433,9.397353742,9.566111032,5.295020857,true
initial,1.816666667,0.740549561,-0.826670136,6.244342657,2.583342091,9.361427290,9.660438937,5.229853187,true
initial,1.833333333,0.725536991,-0.837920988,6.256837723,2.618500673,9.322379976,9.754766843,5.161960517,true
initial,1.850000000,0.709552081,-0.849692889,6.270326122,2.655287521,9.280228500,9.849094748,5.091342847,true
initial,1.866666667,0.692639735,-0.861911360,6.284800024,2.693469885,9.234997339,9.943422654,5.018000177,true
initial,1.883333333,0.674846309,-0.874500185,6.300248724,2.732809595,9.186719952,10.037750560,4.941932507,true
initial,1.900000000,0.656219457,-0.887381970,6.316658297,2.773064799,9.135439852,10.132078465,4.863139837,true
initial,1.916666667,0.636807964,-0.900478717,6.334011306,2.813991756,9.081211537,10.226406371,4.781622167,true
initial,1.933333333,0.616661590,-0.913712407,6.352286555,2.855346661,9.024101246,10.320734276,4.697379497,true
initial,1.950000000,0.595830901,-0.927005592,6.371458910,2.896887492,8.964187527,10.415062182,4.610411827,true
initial,1.966666667,0.574367104,-0.940281981,6.391499172,2.938375840,8.901561622,10.509390087,4.520719157,true
initial,1.983333333,0.552321889,-0.953467020,6.412374027,2.979578728,8.836327646,10.603717993,4.428301487,true
initial,2.000000000,0.529747264,-0.966488454,6.434046047,3.020270366,8.768602559,10.698045899,4.333158817,true
initial,2.016666667,0.506695400,-0.979276873,6.456473765,3.060233848,8.698515945,10.792373804,4.235291147,true
initial,2.033333333,0.483218481,-0.991766217,6.479611808,3.099262743,8.626209593,10.886701710,4.134698477,true
initial,2.050000000,0.459368552,-1.003894256,6.503411091,3.137162582,8.551836893,10.981029615,4.031380807,true
initial,2.066666667,0.435197383,-1.015603018,6.527819065,3.173752208,8.475562063,11.075357521,3.925338137,true
initial,2.083333333,0.410756331,-1.026839177,6.552780009,3.208864973,8.397559224,11.169685427,3.816570467,true
initial,2.100000000,0.386096216,-1.037554379,6.578235378,3.242349782,8.318011334,11.264013332,3.705077797,true
initial,2.116666667,0.361267205,-1.047705524,6.604124170,3.274071945,8.237109016,11.358341238,3.590860127,true
initial,2.133333333,0.336318700,-1.057254981,6.630383336,3.303913865,8.155049296,11.452669143,3.473917457,true
initial,2.150000000,0.311299238,-1.066170745,6.656948203,3.331775527,8.072034275,11.546997049,3.354249787,true
initial,2.166666667,0.286256406,-1.074426532,6.683752913,3.357574799,7.988269758,11.641324954,3.231857117,true
initial,2.183333333,0.261236756,-1.082001822,6.710730864,3.381247553,7.903963874,11.735652860,3.106739447,true
initial,2.200000000,0.236285738,-1.088881834,6.737815151,3.402747597,7.819325694,11.829980766,2.978896777,true
initial,2.216666667,0.211447639,-1.095057452,6.764939001,3.422046442,7.734563886,11.924308671,2.848329107,true
initial,2.233333333,0.186765533,-1.100525094,6.792036182,3.439132899,7.649885414,12.018636577,2.715036437,true
initial,2.250000000,0.162281241,-1.105286543,6.819041405,3.454012532,7.565494314,12.112964482,2.579018767,true
initial,2.266666667,0.138035303,-1.109348719,6.845890681,3.466706972,7.481590540,12.207292388,2.440276097,true
initial,2.283333333,0.114066951,-1.112723431,6.872521666,3.477253112,7.398368922,12.301620293,2.298808427,true
initial,2.300000000,0.090414102,-1.115427078,6.898873954,3.485702202,7.316018223,12.395948199,2.154615757,true
initial,2.316666667,0.067113351,-1.117480339,6.924889345,3.492118860,7.234720313,12.490276105,2.007698087,true
initial,2.333333333,0.044199975,-1.118907828,6.950512071,3.496580003,7.154649471,12.584604010,1.858055417,true
initial,2.350000000,0.021707945,-1.119737743,6.975688975,3.499173747,7.075971807,12.678931916,1.705687747,true
initial,2.366666667,-0.000330056,-1.120001496,7.000369663,3.499998252,6.998844806,12.773259821,1.550595077,true
initial,2.383333333,-0.021882611,-1.119733342,7.024506601,3.499160562,6.923417006,12.867587727,1.392777407,true
initial,2.400000000,-0.042919539,-1.118970002,7.048055187,3.496775430,6.849827790,12.961915632,1.232234737,true
initial,2.416666667,-0.063411858,-1.117750295,7.070973778,3.492964160,6.778207293,13.056243538,1.068967067,true
initial,2.433333333,-0.083331750,-1.116114767,7.093223684,3.487853457,6.708676422,13.150571444,0.902974397,true
initial,2.450000000,-0.102652516,-1.114105337,7.114769127,3.481574315,6.641346979,13.244899349,0.734256727,true
initial,2.466666667,-0.121348531,-1.111764953,7.135577178,3.474260942,6.576321873,13.339227255,0.562814057,true
initial,2.483333333,-0.139395200,-1.109137256,7.155617654,3.466049718,6.513695421,13.433555160,0.388646387,true
initial,2.500000000,-0.156768900,-1.106266270,7.174863005,3.457078218,6.453553721,13.527883066,0.211753717,true
initial,2.511111111,-0.167966252,-1.104238906,7.187239028,3.450742922,6.414878657,13.590768336,0.092311382,true
optimized,0.000000000,-1.250000000,-0.242556672,7.729991204,0.757989599,4.718777488,-4.922905575,2.831167036,false
optimized,0.016666667,-1.249786536,-0.242713250,7.729939159,0.758475784,4.718939092,-4.921977549,2.829999392,false
optimized,0.033333333,-1.249177894,-0.243157480,7.729791298,0.759863990,4.719401155,-4.919330032,2.826678605,false
optimized,0.050000000,-1.248174160,-0.243889879,7.729546864,0.762152717,4.720165005,-4.914959457,2.821207136,false
optimized,0.066666667,-1.246774781,-0.244910560,7.729204855,0.765342314,4.721233776,-4.908857117,2.813590003,false
optimized,0.083333333,-1.244978932,-0.246219715,7.728763856,0.769433388,4.722611888,-4.901010762,2.803834278,false
optimized,0.100000000,-1.242785513,-0.247817618,7.728222039,0.774426788,4.724305054,-4.891404609,2.791949116,false
optimized,0.116666667,-1.240193151,-0.249704613,7.727577159,0.780323591,4.726320292,-4.880019363,2.777945807,false
optimized,0.133333333,-1.237200198,-0.251881111,7.726826546,0.787125085,4.728665942,-4.866832233,2.761837826,false
optimized,0.150000000,-1.233804735,-0.254347585,7.725967102,0.794832745,4.731351682,-4.851816955,2.743640900,false
optimized,0.166666667,-1.230004568,-0.257104560,7.724995297,0.803448209,4.734388552,-4.834943818,2.723373081,false
optimized,0.183333333,-1.225797227,-0.260152600,7.723907155,0.812973245,4.737788972,-4.816179702,2.701054832,false
optimized,0.200000000,-1.221179972,-0.263492305,7.722698249,0.823409723,4.741566775,-4.795488105,2.676709119,false
optimized,0.216666667,-1.216149785,-0.267124290,7.721363693,0.834759570,4.745737231,-4.772829193,2.650361517,false
optimized,0.233333333,-1.210703379,-0.271049178,7.719898130,0.847024731,4.750317079,-4.748159845,2.622040321,false
optimized,0.250000000,-1.204837188,-0.275267582,7.718295722,0.860207119,4.755324564,-4.721433706,2.591776673,false
optimized,0.266666667,-1.198547376,-0.279780086,7.716550140,0.874308563,4.760779467,-4.692601248,2.559604687,false
optimized,0.283333333,-1.191829832,-0.284587231,7.714654547,0.889330748,4.766703146,-4.661609838,2.525561598,false
optimized,0.300000000,-1.184680174,-0.289689488,7.712601592,0.905275151,4.773118578,-4.628403813,2.489687908,false
optimized,0.316666667,-1.177093748,-0.295087240,7.710383393,0.922142969,4.780050392,-4.592924565,2.452027544,false
optimized,0.333333333,-1.169065628,-0.300780757,7.707991524,0.939935040,4.787524919,-4.555110632,2.412628032,false
optimized,0.350000000,-1.160590620,-0.306770163,7.705417003,0.958651759,4.795570230,-4.514897805,2.371540665,false
optimized,0.366666667,-1.151663262,-0.313055413,7.702650275,0.978292982,4.804216179,-4.472219237,2.328820694,false
optimized,0.383333333,-1.142277827,-0.319636257,7.699681202,0.998857927,4.813494450,-4.427005570,2.284527515,false
optimized,0.400000000,-1.132428326,-0.326512205,7.696499048,1.020345066,4.823438594,-4.379185074,2.238724871,false
optimized,0.416666667,-1.122108508,-0.333682490,7.693092464,1.042751997,4.834084072,-4.328683796,2.191481055,false
optimized,0.433333333,-1.111311868,-0.341146023,7.689449478,1.066075325,4.845468297,-4.275425722,2.142869125,false
optimized,0.450000000,-1.100031649,-0.348901355,7.685557484,1.090310512,4.857630667,-4.219332962,2.092967118,false
optimized,0.466666667,-1.088260849,-0.356946621,7.681403226,1.115451737,4.870612599,-4.160325941,2.041858276,false
optimized,0.483333333,-1.075992224,-0.365279494,7.676972798,1.141491725,4.884457556,-4.098323613,1.989631270,false
optimized,0.500000000,-1.063218298,-0.373897125,7.672251626,1.168421577,4.899211075,-4.033243694,1.936380432,false
optimized,0.516666667,-1.049931369,-0.382796088,7.667224473,1.196230583,4.914920774,-3.965002906,1.882205986,false
optimized,0.533333333,-1.036123518,-0.391972313,7.661875430,1.224906025,4.931636370,-3.893517255,1.827214283,false
optimized,0.550000000,-1.021786624,-0.401421017,7.656187917,1.254432960,4.949409669,-3.818702314,1.771518036,false
optimized,0.566666667,-1.006912368,-0.411136637,7.650144693,1.284793998,4.968294555,-3.740473543,1.715236552,false
optimized,0.583333333,-0.991492253,-0.421112747,7.643727856,1.315969063,4.988346966,-3.658746623,1.658495962,false
optimized,0.600000000,-0.975517614,-0.431341981,7.636918862,1.347935136,5.009624851,-3.573437819,1.601429454,false
optimized,0.616666667,-0.958979641,-0.441815947,7.629698545,1.380665993,5.032188110,-3.484464368,1.544177488,false
optimized,0.633333333,-0.941869390,-0.452525137,7.622047134,1.414131920,5.056098516,-3.391744892,1.486888012,false
optimized,0.650000000,-0.924177810,-0.463458834,7.613944296,1.448299426,5.081419619,-3.295199844,1.429716671,false
optimized,0.666666667,-0.905895761,-0.474605011,7.605369165,1.483130931,5.108216615,-3.194751973,1.372826996,false
optimized,0.683333333,-0.887014045,-0.485950235,7.596300402,1.518584456,5.136556197,-3.090326834,1.316390590,false
optimized,0.700000000,-0.867523429,-0.497479560,7.586716241,1.554613293,5.166506373,-2.981853310,1.260587284,false
optimized,0.716666667,-0.847414678,-0.509176418,7.576594570,1.591165672,5.198136249,-2.869264182,1.205605288,false
optimized,0.733333333,-0.826678589,-0.521022515,7.565913004,1.628184421,5.231515774,-2.752496723,1.151641315,false
optimized,0.750000000,-0.805306029,-0.532997715,7.554648983,1.665606623,5.266715452,-2.631493324,1.098900672,false
optimized,0.766666667,-0.783287969,-0.545079938,7.542779875,1.703363272,5.303806000,-2.506202156,1.047597338,false
optimized,0.783333333,-0.760615537,-0.557245043,7.530283103,1.741378932,5.342857972,-2.376577863,0.997953997,false
optimized,0.800000000,-0.737280059,-0.569466727,7.517136282,1.779571404,5.383941322,-2.242582290,0.950202043,false
optimized,0.816666667,-0.713273110,-0.581716419,7.503317374,1.817851412,5.427124920,-2.104185241,0.904581540,false
optimized,0.833333333,-0.688586574,-0.593963189,7.488804857,1.856122296,5.472476015,-1.961365271,0.861341144,false
optimized,0.850000000,-0.663212698,-0.606173653,7.473577924,1.894279739,5.520059633,-1.814110507,0.820737970,false
optimized,0.866666667,-0.637144157,-0.618311904,7.457616687,1.932211524,5.569937921,-1.662419500,0.783037413,false
optimized,0.883333333,-0.610374126,-0.630339437,7.440902410,1.969797333,5.622169429,-1.506302106,0.748512903,false
optimized,0.900000000,-0.582896345,-0.642215109,7.423417758,2.006908593,5.676808330,-1.345780389,0.717445607,false
optimized,0.916666667,-0.554705201,-0.653895103,7.405147065,2.043408381,5.733903576,-1.180889546,0.690124052,false
optimized,0.933333333,-0.525795809,-0.665332924,7.386076624,2.079151402,5.793498003,-1.011678859,0.666843683,false
optimized,0.950000000,-0.496164095,-0.676479416,7.366194993,2.113984045,5.855627367,-0.838212651,0.647906339,false
optimized,0.966666667,-0.465806888,-0.687282809,7.345493315,2.147744533,5.920319344,-0.660571260,0.633619645,false
optimized,0.983333333,-0.434722013,-0.697688800,7.323965661,2.180263173,5.987592465,-0.478852015,0.624296314,false
optimized,1.000000000,-0.402908389,-0.707640673,7.301609374,2.211362729,6.057455033,-0.293170209,0.620253356,false
optimized,1.016666667,-0.370366135,-0.717079454,7.278425430,2.240858915,6.129903996,-0.103660065,0.621811184,false
optimized,1.033333333,-0.337096668,-0.725944121,7.254418803,2.268561039,6.204923816,0.089524313,0.629292619,false
optimized,1.050000000,-0.303102815,-0.734171852,7.229598824,2.294272784,6.282485329,0.286208024,0.643021783,false
optimized,1.066666667,-0.268388926,-0.741698328,7.203979544,2.317793161,6.362544633,0.486194481,0.663322881,false
optimized,1.083333333,-0.232960978,-0.748458094,7.177580075,2.338917628,6.445041999,0.689264576,0.690518865,false
optimized,1.100000000,-0.196826697,-0.754384970,7.150424923,2.357439376,6.529900855,0.895175901,0.724929978,false
optimized,1.116666667,-0.159995662,-0.759412523,7.122544282,2.373150804,6.617026843,1.103662049,0.766872181,false
optimized,1.133333333,-0.122479425,-0.763474592,7.093974304,2.385845166,6.706306996,1.314431994,0.816655453,false
optimized,1.150000000,-0.084291614,-0.766505874,7.064757316,2.395318391,6.797609043,1.527169587,0.874581979,false
optimized,1.166666667,-0.045448041,-0.768442557,7.034941987,2.401371075,6.890780897,1.741533159,0.940944208,false
optimized,1.183333333,-0.005966808,-0.769223009,7.004583434,2.403810622,6.985650328,1.957155275,1.016022809,false
optimized,1.200000000,0.034131606,-0.768788505,6.973743245,2.402453518,7.082024878,2.173642630,1.100084508,false
optimized,1.216666667,0.074824247,-0.767083992,6.942489428,2.397127728,7.179692026,2.390576137,1.193379835,false
optimized,1.233333333,0.116085616,-0.764058880,6.910896269,2.387675158,7.278419641,2.607511193,1.296140768,false
optimized,1.250000000,0.157887597,-0.759667848,6.879044079,2.373954182,7.377956752,2.823978166,1.408578319,false
optimized,1.266666667,0.200199402,-0.753871649,6.847018854,2.355842158,7.478034638,3.039483119,1.530880040,false
optimized,1.283333333,0.242987529,-0.746637910,6.814911805,2.333237916,7.578368271,3.253508775,1.663207507,false
optimized,1.300000000,0.286215741,-0.737941893,6.782818790,2.306064152,7.678658105,3.465515759,1.805693773,false
optimized,1.316666667,0.329845055,-0.727767217,6.750839627,2.274269674,7.778592218,3.674944121,1.958440836,false
optimized,1.333333333,0.373833752,-0.716106513,6.719077298,2.237831449,7.877848803,3.881215152,2.121517148,false
optimized,1.350000000,0.418137413,-0.702961996,6.687637050,2.196756397,7.976098973,4.083733522,2.294955188,false
optimized,1.366666667,0.462708970,-0.688345939,6.656625402,2.151082865,8.073009867,4.281889716,2.478749155,false
optimized,1.383333333,0.507498781,-0.672281028,6.626149070,2.100881740,8.168248010,4.475062797,2.672852801,false
optimized,1.400000000,0.552524062,-0.654776694,6.596275524,2.046165586,8.261631846,4.663097615,2.876173861,true
optimized,1.416666667,0.598339274,-0.635599475,6.566710850,1.986236653,8.354020616,4.850092633,3.079056243,true
optimized,1.433333333,0.645045358,-0.614676555,6.537507716,1.920852487,8.445279547,5.037087652,3.279213624,true
optimized,1.450000000,0.692588679,-0.592001947,6.508817483,1.849994377,8.534935651,5.224082671,3.476646006,true
optimized,1.466666667,0.740911812,-0.567584727,6.480794523,1.773690692,8.622506523,5.411077689,3.671353388,true
optimized,1.483333333,0.789953569,-0.541449850,6.453594494,1.692019419,8.707505740,5.598072708,3.863335770,true
optimized,1.500000000,0.839649066,-0.513638742,6.427372448,1.605110016,8.789448777,5.785067727,4.052593152,true
optimized,1.516666667,0.889929827,-0.484209637,6.402280806,1.513144464,8.867859333,5.972062745,4.239125534,true
optimized,1.533333333,0.940723916,-0.453237629,6.378467234,1.416357432,8.942275961,6.159057764,4.422932915,true
optimized,1.550000000,0.991956108,-0.420814423,6.356072480,1.315035488,9.012258838,6.346052783,4.604015297,true
optimized,1.566666667,1.043548099,-0.387047759,6.335228201,1.209515322,9.077396542,6.533047802,4.782372679,true
optimized,1.583333333,1.095418741,-0.352060526,6.316054856,1.100180950,9.137312657,6.720042820,4.958005061,true
optimized,1.600000000,1.147484320,-0.315989544,6.298659696,0.987459927,9.191672029,6.907037839,5.130912443,true
optimized,1.616666667,1.199658849,-0.278984055,6.283134930,0.871818621,9.240186516,7.094032858,5.301094825,true
optimized,1.633333333,1.251854402,-0.241203930,6.269556100,0.753756623,9.282620052,7.281027876,5.468552206,true
