design,time,arm_angle,counterweight_x,counterweight_y,arm_tip_x,arm_tip_y,projectile_x,projectile_y,released
initial,0.300000000,-0.633481244,-0.902696479,7.662978262,2.820892587,4.928150211,1.357387583,2.901290120,false
initial,0.316666667,-0.620883028,-0.910977078,7.651553506,2.846769541,4.963851821,1.412949088,2.915884845,false
initial,0.333333333,-0.607724718,-0.919471428,7.639510438,2.873314476,5.001485594,1.471240521,2.931654773,false
initial,0.350000000,-0.594021130,-0.928148533,7.626850628,2.900430532,5.041046624,1.532223566,2.948674296,false
initial,0.366666667,-0.579787599,-0.936976639,7.613576634,2.928018488,5.082526917,1.595856635,2.967022628,false
initial,0.383333333,-0.565040002,-0.945923332,7.599692135,2.955977049,5.125914979,1.662094446,2.986783653,false
initial,0.400000000,-0.549794776,-0.954955631,7.585202056,2.984203155,5.171195416,1.730887569,3.008045730,false
initial,0.416666667,-0.534068939,-0.964040100,7.570112693,3.012592327,5.218348560,1.802181959,3.030901453,false
initial,0.433333333,-0.517880097,-0.973142973,7.554431821,3.041039044,5.267350114,1.875918473,3.055447354,false
initial,0.450000000,-0.501246464,-0.982230278,7.538168801,3.069437158,5.318170830,1.952032372,3.081783552,false
initial,0.466666667,-0.484186861,-0.991267987,7.521334670,3.097680332,5.370776220,2.030452826,3.110013344,false
initial,0.483333333,-0.466720721,-1.000222163,7.503942223,3.125662517,5.425126309,2.111102413,3.140242717,false
initial,0.500000000,-0.448868086,-1.009059120,7.486006073,3.153278454,5.481175428,2.193896635,3.172579811,false
initial,0.516666667,-0.430649600,-1.017745594,7.467542709,3.180424191,5.538872064,2.278743445,3.207134286,false
initial,0.533333333,-0.412086495,-1.026248910,7.448570520,3.206997633,5.598158754,2.365542812,3.244016634,false
initial,0.550000000,-0.393200575,-1.034537170,7.429109814,3.232899094,5.658972043,2.454186319,3.283337410,false
initial,0.566666667,-0.374014189,-1.042579425,7.409182814,3.258031868,5.721242498,2.544556810,3.325206387,false
initial,0.583333333,-0.354550203,-1.050345862,7.388813628,3.282302791,5.784894788,2.636528105,3.369731645,false
initial,0.600000000,-0.334831966,-1.057807984,7.368028207,3.305622814,5.849847826,2.729964780,3.417018594,false
initial,0.616666667,-0.314883265,-1.064938786,7.346854280,3.327907544,5.916014973,2.824722046,3.467168936,false
initial,0.633333333,-0.294728282,-1.071712924,7.325321264,3.349077787,5.983304313,2.920645709,3.520279579,false
initial,0.650000000,-0.274391543,-1.078106880,7.303460156,3.369060048,6.051618986,3.017572251,3.576441507,false
initial,0.666666667,-0.253897857,-1.084099112,7.281303415,3.387787007,6.120857578,3.115329022,3.635738626,false
initial,0.683333333,-0.233272262,-1.089670191,7.258884810,3.405197946,6.190914572,3.213734562,3.698246593,false
initial,0.700000000,-0.212539956,-1.094802925,7.236239263,3.421239136,6.261680848,3.312599047,3.764031652,false
initial,0.716666667,-0.191726230,-1.099482462,7.213402676,3.435864161,6.333044223,3.411724886,3.833149481,false
initial,0.733333333,-0.170856402,-1.103696379,7.190411745,3.449034192,6.404890039,3.510907444,3.905644086,false
initial,0.750000000,-0.149955742,-1.107434744,7.167303762,3.460718187,6.477101766,3.609935910,3.981546749,false
initial,0.766666667,-0.129049404,-1.110690165,7.144116416,3.470893035,6.549561641,3.708594294,4.060875050,false
initial,0.783333333,-0.108162352,-1.113457807,7.120887584,3.479543622,6.622151305,3.806662562,4.143631986,false
initial,0.800000000,-0.087319292,-1.115735396,7.097655127,3.486662830,6.694752453,3.903917877,4.229805209,false
initial,0.816666667,-0.066544601,-1.117523196,7.074456683,3.492251473,6.767247472,4.000135955,4.319366385,false
initial,0.833333333,-0.045862268,-1.118823965,7.051329471,3.496318154,6.839520062,4.095092508,4.412270716,true
initial,0.850000000,-0.024917417,-1.119653793,7.027904656,3.498912054,6.912798100,4.189420414,4.505153046,true
initial,0.866666667,-0.003463770,-1.119994819,7.003879419,3.499977466,6.987876836,4.283748319,4.595310376,true
initial,0.883333333,0.018480635,-1.119810352,6.979302837,3.499400727,7.064678512,4.378076225,4.682742706,true
initial,0.900000000,0.040884545,-1.119065734,6.954221997,3.497073532,7.143055979,4.472404131,4.767450036,true
initial,0.916666667,0.063715451,-1.117729089,6.928686858,3.492896271,7.222853113,4.566732036,4.849432367,true
initial,0.933333333,0.086939560,-1.115771696,6.902750156,3.486779194,7.303905122,4.661059942,4.928689697,true
initial,0.950000000,0.110521776,-1.113168356,6.876467260,3.478643559,7.386038976,4.755387847,5.005222027,true
initial,0.966666667,0.134425692,-1.109897753,6.849895995,3.468422751,7.469073969,4.849715753,5.079029357,true
initial,0.983333333,0.158613583,-1.105942790,6.823096428,3.456063348,7.552822403,4.944043658,5.150111687,true
initial,1.000000000,0.183046408,-1.101290914,6.796130603,3.441526124,7.637090387,5.038371564,5.218469017,true
initial,1.016666667,0.207683824,-1.095934410,6.769062251,3.424786967,7.721678766,5.132699470,5.284101347,true
initial,1.033333333,0.232484205,-1.089870661,6.741956457,3.405837702,7.806384152,5.227027375,5.347008677,true
initial,1.050000000,0.257404673,-1.083102373,6.714879299,3.384686787,7.891000049,5.321355281,5.407191007,true
initial,1.066666667,0.282401133,-1.075637760,6.687897462,3.361359891,7.975318079,5.415683186,5.464648337,true
initial,1.083333333,0.307428325,-1.067490676,6.661077818,3.335900308,8.059129262,5.510011092,5.519380667,true
initial,1.100000000,0.332439881,-1.058680701,6.634487006,3.308369226,8.142225358,5.604338998,5.571387997,true
initial,1.116666667,0.357388396,-1.049233168,6.608190987,3.278845811,8.224400240,5.698666903,5.620670327,true
initial,1.133333333,0.382225500,-1.039179137,6.582254604,3.247427123,8.305451275,5.792994809,5.667227657,true
initial,1.150000000,0.406901954,-1.028555305,6.556741144,3.214227838,8.385180697,5.887322714,5.711059987,true
initial,1.166666667,0.431367741,-1.017403858,6.531711910,3.179379787,8.463396935,5.981650620,5.752167317,true
initial,1.183333333,0.455572178,-1.005772264,6.507225815,3.143031306,8.539915891,6.075978525,5.790549647,true
initial,1.200000000,0.479464029,-0.993713005,6.483339000,3.105346400,8.614562120,6.170306431,5.826206977,true
initial,1.216666667,0.502991632,-0.981283259,6.460104493,3.066503742,8.687169916,6.264634337,5.859139307,true
initial,1.233333333,0.526103027,-0.968544515,6.437571903,3.026695490,8.757584251,6.358962242,5.889346637,true
initial,1.250000000,0.548746100,-0.955562161,6.415787165,2.986125971,8.825661574,6.453290148,5.916828967,true
initial,1.266666667,0.570868725,-0.942405005,6.394792342,2.945010213,8.891270445,6.547618053,5.941586297,true
initial,1.283333333,0.592418919,-0.929144780,6.374625478,2.903572373,8.954291972,6.641945959,5.963618627,true
initial,1.300000000,0.613344990,-0.915855602,6.355320519,2.862044062,9.014620075,6.736273864,5.982925957,true
initial,1.316666667,0.633595705,-0.902613413,6.336907295,2.820662598,9.072161532,6.830601770,5.999508287,true
initial,1.333333333,0.653120445,-0.889495407,6.319411567,2.779669206,9.126835839,6.924929676,6.013365617,true
initial,1.350000000,0.671869372,-0.876579441,6.302855138,2.739307187,9.178574856,7.019257581,6.024497947,true
initial,1.366666667,0.689793588,-0.863943449,6.287256029,2.699820080,9.227322271,7.113585487,6.032905277,true
initial,1.383333333,0.706845304,-0.851664857,6.272628707,2.661449840,9.273032867,7.207913392,6.038587607,true
initial,1.400000000,0.722977994,-0.839820010,6.258984375,2.624435038,9.315671628,7.302241298,6.041544937,true
initial,1.416666667,0.738146559,-0.828483611,6.246331311,2.589009124,9.355212687,7.396569203,6.041777267,true
initial,1.433333333,0.752307482,-0.817728187,6.234675242,2.555398739,9.391638140,7.490897109,6.039284597,true
initial,1.450000000,0.765418972,-0.807623573,6.224019762,2.523822118,9.424936757,7.585225015,6.034066927,true
initial,1.466666667,0.777441114,-0.798236428,6.214366768,2.494487564,9.455102597,7.679552920,6.026124257,true
initial,1.483333333,0.788336005,-0.789629776,6.205716925,2.467592029,9.482133582,7.773880826,6.015456587,true
initial,1.500000000,0.798067886,-0.781862585,6.198070130,2.443319783,9.506030029,7.868208731,6.002063917,true
initial,1.516666667,0.806603262,-0.774989368,6.191425980,2.421841181,9.526793192,7.962536637,5.985946247,true
initial,1.533333333,0.813911016,-0.769059826,6.185784232,2.403311536,9.544423829,8.056864543,5.967103577,true
initial,1.550000000,0.819962516,-0.764118513,6.181145241,2.387870079,9.558920828,8.151192448,5.945535907,true
initial,1.566666667,0.824731705,-0.760204537,6.177510371,2.375639020,9.570279916,8.245520354,5.921243237,true
initial,1.583333333,0.828195187,-0.757351285,6.174882378,2.366722692,9.578492489,8.339848259,5.894225567,true
initial,1.600000000,0.830332297,-0.755586176,6.173265734,2.361206780,9.583544559,8.434176165,5.864482897,true
initial,1.616666667,0.831125166,-0.754930442,6.172666919,2.359157632,9.585415878,8.528504070,5.832015227,true
initial,1.633333333,0.830561606,-0.755396578,6.173092496,2.360614293,9.584085937,8.622831976,5.796822557,true
initial,1.650000000,0.828649980,-0.756975945,6.174538029,2.365549771,9.579568595,8.717159882,5.758904887,true
initial,1.666666667,0.825407685,-0.759648372,6.176996683,2.373901026,9.571885219,8.811487787,5.718262217,true
initial,1.683333333,0.820854922,-0.763387451,6.180463671,2.385585540,9.561050765,8.905815693,5.674894547,true
initial,1.700000000,0.815014640,-0.768160761,6.184935985,2.400501996,9.547074641,9.000143598,5.628801877,true
initial,1.716666667,0.807912466,-0.773930105,6.190412065,2.418531029,9.529961722,9.094471504,5.579984207,true
initial,1.733333333,0.799576624,-0.780651781,6.196891430,2.439536073,9.509713517,9.188799409,5.528441537,true
initial,1.750000000,0.790037842,-0.788276880,6.204374268,2.463364284,9.486329439,9.283127315,5.474173867,true
initial,1.766666667,0.779329252,-0.796751607,6.212861003,2.489847561,9.459808170,9.377455221,5.417181197,true
initial,1.783333333,0.767486274,-0.806017647,6.222351834,2.518803665,9.430149091,9.471783126,5.357463527,true
initial,1.800000000,0.754546500,-0.816012546,6.232846269,2.550037433,9.397353742,9.566111032,5.295020857,true
initial,1.816666667,0.740549561,-0.826670136,6.244342657,2.583342091,9.361427290,9.660438937,5.229853187,true
initial,1.833333333,0.725536991,-0.837920988,6.256837723,2.618500673,9.322379976,9.754766843,5.161960517,true
initial,1.850000000,0.709552081,-0.849692889,6.270326122,2.655287521,9.280228500,9.849094748,5.091342847,true
initial,1.866666667,0.692639735,-0.861911360,6.284800024,2.693469885,9.234997339,9.943422654,5.018000177,true
initial,1.883333333,0.674846309,-0.874500185,6.300248724,2.732809595,9.186719952,10.037750560,4.941932507,true
initial,1.900000000,0.656219457,-0.887381970,6.316658297,2.773064799,9.135439852,10.132078465,4.863139837,true
initial,1.916666667,0.636807964,-0.900478717,6.334011306,2.813991756,9.081211537,10.226406371,4.781622167,true
initial,1.933333333,0.616661590,-0.913712407,6.352286555,2.855346661,9.024101246,10.320734276,4.697379497,true
initial,1.950000000,0.595830901,-0.927005592,6.371458910,2.896887492,8.964187527,10.415062182,4.610411827,true
initial,1.966666667,0.574367104,-0.940281981,6.391499172,2.938375840,8.901561622,10.509390087,4.520719157,true
initial,1.983333333,0.552321889,-0.953467020,6.412374027,2.979578728,8.836327646,10.603717993,4.428301487,true
initial,2.000000000,0.529747264,-0.966488454,6.434046047,3.020270366,8.768602559,10.698045899,4.333158817,true
initial,2.016666667,0.506695400,-0.979276873,6.456473765,3.060233848,8.698515945,10.792373804,4.235291147,true
initial,2.033333333,0.483218481,-0.991766217,6.479611808,3.099262743,8.626209593,10.886701710,4.134698477,true
initial,2.050000000,0.459368552,-1.003894256,6.503411091,3.137162582,8.551836893,10.981029615,4.031380807,true
initial,2.066666667,0.435197383,-1.015603018,6.527819065,3.173752208,8.475562063,11.075357521,3.925338137,true
initial,2.083333333,0.410756331,-1.026839177,6.552780009,3.208864973,8.397559224,11.169685427,3.816570467,true
initial,2.100000000,0.386096216,-1.037554379,6.578235378,3.242349782,8.318011334,11.264013332,3.705077797,true
initial,2.116666667,0.361267205,-1.047705524,6.604124170,3.274071945,8.237109016,11.358341238,3.590860127,true
initial,2.133333333,0.336318700,-1.057254981,6.630383336,3.303913865,8.155049296,11.452669143,3.473917457,true
initial,2.150000000,0.311299238,-1.066170745,6.656948203,3.331775527,8.072034275,11.546997049,3.354249787,true
initial,2.166666667,0.286256406,-1.074426532,6.683752913,3.357574799,7.988269758,11.641324954,3.231857117,true
initial,2.183333333,0.261236756,-1.082001822,6.710730864,3.381247553,7.903963874,11.735652860,3.106739447,true
initial,2.200000000,0.236285738,-1.088881834,6.737815151,3.402747597,7.819325694,11.829980766,2.978896777,true
initial,2.216666667,0.211447639,-1.095057452,6.764939001,3.422046442,7.734563886,11.924308671,2.848329107,true
initial,2.233333333,0.186765533,-1.100525094,6.792036182,3.439132899,7.649885414,12.018636577,2.715036437,true
initial,2.250000000,0.162281241,-1.105286543,6.819041405,3.454012532,7.565494314,12.112964482,2.579018767,true
initial,2.266666667,0.138035303,-1.109348719,6.845890681,3.466706972,7.481590540,12.207292388,2.440276097,true
initial,2.283333333,0.114066951,-1.112723431,6.872521666,3.477253112,7.398368922,12.301620293,2.298808427,true
initial,2.300000000,0.090414102,-1.115427078,6.898873954,3.485702202,7.316018223,12.395948199,2.154615757,true
initial,2.316666667,0.067113351,-1.117480339,6.924889345,3.492118860,7.234720313,12.490276105,2.007698087,true
initial,2.333333333,0.044199975,-1.118907828,6.950512071,3.496580003,7.154649471,12.584604010,1.858055417,true
initial,2.350000000,0.021707945,-1.119737743,6.975688975,3.499173747,7.075971807,12.678931916,1.705687747,true
initial,2.366666667,-0.000330056,-1.120001496,7.000369663,3.499998252,6.998844806,12.773259821,1.550595077,true
initial,2.383333333,-0.021882611,-1.119733342,7.024506601,3.499160562,6.923417006,12.867587727,1.392777407,true
initial,2.400000000,-0.042919539,-1.118970002,7.048055187,3.496775430,6.849827790,12.961915632,1.232234737,true
initial,2.416666667,-0.063411858,-1.117750295,7.070973778,3.492964160,6.778207293,13.056243538,1.068967067,true
initial,2.433333333,-0.083331750,-1.116114767,7.093223684,3.487853457,6.708676422,13.150571444,0.902974397,true
initial,2.450000000,-0.102652516,-1.114105337,7.114769127,3.481574315,6.641346979,13.244899349,0.734256727,true
initial,2.466666667,-0.121348531,-1.111764953,7.135577178,3.474260942,6.576321873,13.339227255,0.562814057,true
initial,2.483333333,-0.139395200,-1.109137256,7.155617654,3.466049718,6.513695421,13.433555160,0.388646387,true
initial,2.500000000,-0.156768900,-1.106266270,7.174863005,3.457078218,6.453553721,13.527883066,0.211753717,true
initial,2.511111111,-0.167966252,-1.104238906,7.187239028,3.450742922,6.414878657,13.590768336,0.092311382,true
optimized,0.000000000,-1.249535077,-0.229962108,7.691013194,0.718631587,4.840583770,-4.607102866,3.068233933,false
optimized,0.016666667,-1.249317529,-0.230113121,7.690962920,0.719100658,4.840739929,-4.606191394,3.067061262,false
optimized,0.033333333,-1.248697208,-0.230541698,7.690820043,0.720439950,4.841186417,-4.603591098,3.063726153,false
optimized,0.050000000,-1.247673930,-0.231248484,7.690583772,0.722648635,4.841924757,-4.599297441,3.058231457,false
optimized,0.066666667,-1.246246826,-0.232233791,7.690253053,0.725727688,4.842958248,-4.593300601,3.050582672,false
optimized,0.083333333,-1.244414684,-0.233498051,7.689826408,0.729678464,4.844291503,-4.585586901,3.040787505,false
optimized,0.100000000,-1.242175948,-0.235041816,7.689301938,0.734502682,4.845930460,-4.576138819,3.028855910,false
optimized,0.116666667,-1.239528713,-0.236865749,7.688677311,0.740202415,4.847882405,-4.564935010,3.014800142,false
optimized,0.133333333,-1.236470731,-0.238970617,7.687949759,0.746780066,4.850155988,-4.551950324,2.998634819,false
optimized,0.150000000,-1.232999402,-0.241357291,7.687116068,0.754238348,4.852761252,-4.537155834,2.980377001,false
optimized,0.166666667,-1.229111780,-0.244026729,7.686172570,0.762580258,4.855709662,-4.520518869,2.960046274,false
optimized,0.183333333,-1.224804568,-0.246979970,7.685115130,0.771809047,4.859014135,-4.502003044,2.937664848,false
optimized,0.200000000,-1.220074115,-0.250218125,7.683939139,0.781928182,4.862689079,-4.481568310,2.913257670,false
optimized,0.216666667,-1.214916417,-0.253742360,7.682639495,0.792941308,4.866750435,-4.459170994,2.886852539,false
optimized,0.233333333,-1.209327117,-0.257553884,7.681210593,0.804852203,4.871215717,-4.434763861,2.858480244,false
optimized,0.250000000,-1.203301497,-0.261653932,7.679646310,0.817664727,4.876104063,-4.408296170,2.828174703,false
optimized,0.266666667,-1.196834483,-0.266043746,7.677939985,0.831382762,4.881436283,-4.379713746,2.795973116,false
optimized,0.283333333,-1.189920642,-0.270724556,7.676084407,0.846010153,4.887234915,-4.348959056,2.761916133,false
optimized,0.300000000,-1.182554175,-0.275697558,7.674071793,0.861550632,4.893524283,-4.315971300,2.726048025,false
optimized,0.316666667,-1.174728924,-0.280963886,7.671893768,0.878007746,4.900330553,-4.280686501,2.688416872,false
optimized,0.333333333,-1.166438364,-0.286524586,7.669541349,0.895384763,4.907681796,-4.243037618,2.649074755,false
optimized,0.350000000,-1.157675607,-0.292380584,7.667004923,0.913684583,4.915608058,-4.202954664,2.608077962,false
optimized,0.366666667,-1.148433397,-0.298532658,7.664274224,0.932909626,4.924141417,-4.160364834,2.565487205,false
optimized,0.383333333,-1.138704113,-0.304981390,7.661338313,0.953061720,4.933316057,-4.115192652,2.521367835,false
optimized,0.400000000,-1.128479767,-0.311727136,7.658185556,0.974141975,4.943168332,-4.067360131,2.475790082,false
optimized,0.416666667,-1.117752007,-0.318769976,7.654803603,0.996150638,4.953736837,-4.016786943,2.428829288,false
optimized,0.433333333,-1.106512116,-0.326109665,7.651179367,1.019086946,4.965062471,-3.963390615,2.380566156,false
optimized,0.450000000,-1.094751016,-0.333745581,7.647298999,1.042948957,4.977188505,-3.907086733,2.331087003,false
optimized,0.466666667,-1.082459268,-0.341676668,7.643147875,1.067733369,4.990160644,-3.847789170,2.280484018,false
optimized,0.483333333,-1.069627081,-0.349901370,7.638710572,1.093435323,5.004027083,-3.785410336,2.228855526,false
optimized,0.500000000,-1.056244310,-0.358417568,7.633970852,1.120048190,5.018838561,-3.719861440,2.176306259,false
optimized,0.516666667,-1.042300469,-0.367222498,7.628911651,1.147563340,5.034648410,-3.651052789,2.122947622,false
optimized,0.533333333,-1.027784734,-0.376312679,7.623515061,1.175969891,5.051512588,-3.578894095,2.068897970,false
optimized,0.550000000,-1.012685953,-0.385683822,7.617762326,1.205254439,5.069489705,-3.503294819,2.014282881,false
optimized,0.566666667,-0.996992658,-0.395330737,7.611633836,1.235400772,5.088641041,-3.424164537,1.959235429,false
optimized,0.583333333,-0.980693077,-0.405247238,7.605109130,1.266389555,5.109030539,-3.341413335,1.903896452,false
optimized,0.600000000,-0.963775150,-0.415426035,7.598166899,1.298198002,5.130724790,-3.254952230,1.848414824,false
optimized,0.616666667,-0.946226541,-0.425858616,7.590785000,1.330799523,5.153792985,-3.164693631,1.792947709,false
optimized,0.633333333,-0.928034665,-0.436535135,7.582940480,1.364163346,5.178306853,-3.070551819,1.737660820,false
optimized,0.650000000,-0.909186705,-0.447444280,7.574609604,1.398254120,5.204340566,-2.972443475,1.682728654,false
optimized,0.666666667,-0.889669640,-0.458573141,7.565767897,1.433031501,5.231970609,-2.870288232,1.628334730,false
optimized,0.683333333,-0.869470272,-0.469907067,7.556390193,1.468449711,5.261275621,-2.764009269,1.574671796,false
optimized,0.700000000,-0.848575259,-0.481429526,7.546450706,1.504457081,5.292336183,-2.653533942,1.521942024,false
optimized,0.716666667,-0.826971153,-0.493121945,7.535923108,1.540995576,5.325234571,-2.538794453,1.470357192,false
optimized,0.733333333,-0.804644437,-0.504963561,7.524780624,1.578000311,5.360054451,-2.419728560,1.420138821,false
optimized,0.750000000,-0.781581571,-0.516931256,7.512996154,1.615399045,5.396880517,-2.296280331,1.371518305,false
optimized,0.766666667,-0.757769042,-0.528999399,7.500542398,1.653111679,5.435798071,-2.168400932,1.324736991,false
optimized,0.783333333,-0.733193417,-0.541139681,7.487392026,1.691049751,5.476892526,-2.036049464,1.280046230,false
optimized,0.800000000,-0.707841404,-0.553320953,7.473517848,1.729115923,5.520248844,-1.899193844,1.237707384,false
optimized,0.816666667,-0.681699920,-0.565509073,7.458893029,1.767203502,5.565950889,-1.757811726,1.197991787,false
optimized,0.833333333,-0.654756154,-0.577666751,7.443491315,1.805195957,5.614080696,-1.611891463,1.161180653,false
optimized,0.850000000,-0.626997656,-0.589753410,7.427287304,1.842966489,5.664717648,-1.461433116,1.127564923,false
optimized,0.866666667,-0.598412412,-0.601725058,7.410256734,1.880377625,5.717937564,-1.306449502,1.097445052,false
optimized,0.883333333,-0.568988937,-0.613534178,7.392376807,1.917280878,5.773811686,-1.146967279,1.071130723,false
optimized,0.900000000,-0.538716378,-0.625129642,7.373626547,1.953516472,5.832405565,-0.983028078,1.048940484,false
optimized,0.916666667,-0.507584611,-0.636456647,7.353987184,1.988913156,5.893777850,-0.814689654,1.031201304,false
optimized,0.933333333,-0.475584358,-0.647456691,7.333442578,2.023288110,5.957978981,-0.642027084,1.018248029,false
optimized,0.950000000,-0.442707304,-0.658067582,7.311979667,2.056446990,6.025049777,-0.465133984,1.010422753,false
optimized,0.966666667,-0.408946223,-0.668223495,7.289588942,2.088184098,6.095019948,-0.284123745,1.008074066,false
optimized,0.983333333,-0.374295113,-0.677855083,7.266264957,2.118282726,6.167906521,-0.099130793,1.011556201,false
optimized,1.000000000,-0.338749334,-0.686889640,7.242006847,2.146515676,6.243712194,0.089688154,1.021228055,false
optimized,1.016666667,-0.302305755,-0.695251339,7.216818871,2.172645991,6.322423655,0.282152818,1.037452073,false
optimized,1.033333333,-0.264962905,-0.702861533,7.190710966,2.196427909,6.404009859,0.478058115,1.060593006,false
optimized,1.050000000,-0.226721132,-0.709639144,7.163699290,2.217608060,6.488420308,0.677172920,1.091016518,false
optimized,1.066666667,-0.187582763,-0.715501127,7.135806770,2.235926939,6.575583357,0.879238879,1.129087635,false
optimized,1.083333333,-0.147552270,-0.720363030,7.107063623,2.251120638,6.665404582,1.083969260,1.175169050,false
optimized,1.100000000,-0.106636436,-0.724139644,7.077507843,2.262922889,6.757765255,1.291047874,1.229619248,false
optimized,1.116666667,-0.064844523,-0.726745749,7.047185644,2.271067381,6.852520961,1.500128079,1.292790476,false
optimized,1.133333333,-0.022188442,-0.728096949,7.016151839,2.275290386,6.949500414,1.710831888,1.365026523,false
optimized,1.150000000,0.021317087,-0.728110606,6.984470139,2.275333667,7.048504522,1.922749201,1.446660344,false
optimized,1.166666667,0.065654373,-0.726706852,6.952213356,2.270947645,7.149305753,2.135437185,1.538011490,false
optimized,1.183333333,0.110802600,-0.723809688,6.919463492,2.261894825,7.251647863,2.348419834,1.639383380,false
optimized,1.200000000,0.156737686,-0.719348137,6.886311692,2.247953413,7.355246030,2.561187721,1.751060387,false
optimized,1.216666667,0.203432147,-0.713257456,6.852858053,2.228921090,7.459787460,2.773197992,1.873304774,false
optimized,1.233333333,0.250854986,-0.705480374,6.819211268,2.204618893,7.564932501,2.983874617,2.006353474,false
optimized,1.250000000,0.298971587,-0.695968342,6.785488093,2.174895106,7.670316304,3.192608934,2.150414726,false
optimized,1.266666667,0.347743641,-0.684682759,6.751812626,2.139629103,7.775551072,3.398760527,2.305664607,false
optimized,1.283333333,0.397129085,-0.671596154,6.718315402,2.098735039,7.880228899,3.601658457,2.472243458,false
optimized,1.300000000,0.447082077,-0.656693290,6.685132289,2.052165297,7.983925212,3.800602896,2.650252259,false
optimized,1.316666667,0.497552989,-0.639972151,6.652403204,1.999913576,8.086202789,3.994867178,2.839748976,false
optimized,1.333333333,0.548488440,-0.621444790,6.620270648,1.942017538,8.186616329,4.183700306,3.040744925,false
optimized,1.350000000,0.600081434,-0.601039609,6.588734823,1.878235099,8.285194319,4.368093264,3.249422276,true
optimized,1.366666667,0.652910714,-0.578484490,6.557570756,1.807750227,8.382580831,4.552275929,3.455844229,true
optimized,1.383333333,0.706959917,-0.553738565,6.526965308,1.730419206,8.478221615,4.736458595,3.659541182,true
optimized,1.400000000,0.762172750,-0.526790572,6.497128067,1.646206847,8.571461722,4.920641261,3.860513136,true
optimized,1.416666667,0.818488026,-0.497651175,6.468274454,1.555146484,8.661627976,5.104823927,4.058760089,true
optimized,1.433333333,0.875839700,-0.466354432,6.440623079,1.457344558,8.748037237,5.289006593,4.254282042,true
optimized,1.450000000,0.934156941,-0.432958908,6.414392782,1.352984087,8.830005648,5.473189259,4.447078995,true
optimized,1.466666667,0.993364265,-0.397548358,6.389799418,1.242326806,8.906858684,5.657371925,4.637150948,true
optimized,1.483333333,1.053381726,-0.360231930,6.367052448,1.125713797,8.977941798,5.841554591,4.824497901,true
optimized,1.500000000,1.114125159,-0.321143836,6.346351423,1.003564469,9.042631417,6.025737256,5.009119855,true
optimized,1.516666667,1.175506479,-0.280442462,6.327882444,0.876373776,9.100345986,6.209919922,5.191016808,true
optimized,1.533333333,1.237434036,-0.238308913,6.311814720,0.744707651,9.150556754,6.394102588,5.370188761,true
optimized,1.550000000,1.299813016,-0.194944976,6.298297297,0.609196667,9.192797965,6.578285254,5.546635714,true
optimized,1.566666667,1.362545889,-0.150570560,6.287456095,0.470528019,9.226676137,6.762467920,5.720357667,true
optimized,1.583333333,1.425532901,-0.105420639,6.279391330,0.329435987,9.251878103,6.946650586,5.891354620,true
optimized,1.600000000,1.488672592,-0.059741791,6.274175425,0.186691101,9.268177551,7.130833252,6.059626574,true
optimized,1.616666667,1.551862344,-0.013788399,6.271851474,0.043088287,9.275439818,7.315015918,6.225173527,true
optimized,1.633333333,1.614998946,0.032181359,6.272432320,-0.100565675,9.273624771,7.499198584,6.387995480,true
