design,seed,time,activator,repressor,complex,total_molecules
optimized,11842495200307133822,79.000000000,0.000000000,362.000000000,322.000000000,730.000000000
optimized,11842495200307133822,80.000000000,0.000000000,453.000000000,177.000000000,656.000000000
optimized,11842495200307133822,81.000000000,0.000000000,437.000000000,113.000000000,572.000000000
optimized,11842495200307133822,82.000000000,0.000000000,362.000000000,97.000000000,474.000000000
optimized,11842495200307133822,83.000000000,0.000000000,312.000000000,76.000000000,399.000000000
optimized,11842495200307133822,84.000000000,0.000000000,261.000000000,65.000000000,336.000000000
optimized,11842495200307133822,85.000000000,0.000000000,198.000000000,81.000000000,291.000000000
optimized,11842495200307133822,86.000000000,0.000000000,165.000000000,61.000000000,231.000000000
optimized,11842495200307133822,87.000000000,0.000000000,126.000000000,59.000000000,190.000000000
optimized,11842495200307133822,88.000000000,7.000000000,48.000000000,113.000000000,202.000000000
optimized,11842495200307133822,89.000000000,2.000000000,49.000000000,114.000000000,171.000000000
optimized,11842495200307133822,90.000000000,32.000000000,10.000000000,140.000000000,197.000000000
optimized,11842495200307133822,91.000000000,298.000000000,0.000000000,166.000000000,532.000000000
optimized,11842495200307133822,92.000000000,460.000000000,0.000000000,215.000000000,759.000000000
optimized,11842495200307133822,93.000000000,420.000000000,1.000000000,293.000000000,814.000000000
optimized,11842495200307133822,94.000000000,334.000000000,4.000000000,366.000000000,794.000000000
optimized,11842495200307133822,95.000000000,253.000000000,2.000000000,466.000000000,829.000000000
optimized,11842495200307133822,96.000000000,141.000000000,1.000000000,553.000000000,794.000000000
optimized,11842495200307133822,97.000000000,11.000000000,33.000000000,616.000000000,728.000000000
optimized,11842495200307133822,98.000000000,0.000000000,343.000000000,315.000000000,693.000000000
optimized,11842495200307133822,99.000000000,0.000000000,447.000000000,152.000000000,623.000000000
optimized,11842495200307133822,100.000000000,0.000000000,344.000000000,142.000000000,501.000000000
optimized,11842495200307133822,101.000000000,0.000000000,315.000000000,94.000000000,418.000000000
optimized,11842495200307133822,102.000000000,0.000000000,241.000000000,92.000000000,344.000000000
optimized,11842495200307133822,103.000000000,2.000000000,213.000000000,65.000000000,301.000000000
optimized,11842495200307133822,104.000000000,0.000000000,158.000000000,71.000000000,236.000000000
optimized,11842495200307133822,105.000000000,2.000000000,136.000000000,56.000000000,203.000000000
optimized,11842495200307133822,106.000000000,1.000000000,91.000000000,69.000000000,185.000000000
optimized,11842495200307133822,107.000000000,2.000000000,63.000000000,84.000000000,154.000000000
optimized,11842495200307133822,108.000000000,0.000000000,53.000000000,77.000000000,136.000000000
optimized,11842495200307133822,109.000000000,186.000000000,1.000000000,135.000000000,386.000000000
optimized,11842495200307133822,110.000000000,429.000000000,0.000000000,164.000000000,672.000000000
optimized,11842495200307133822,111.000000000,503.000000000,2.000000000,222.000000000,812.000000000
optimized,11842495200307133822,112.000000000,438.000000000,0.000000000,300.000000000,843.000000000
optimized,11842495200307133822,113.000000000,353.000000000,2.000000000,413.000000000,886.000000000
optimized,11842495200307133822,114.000000000,236.000000000,5.000000000,527.000000000,894.000000000
optimized,11842495200307133822,115.000000000,114.000000000,6.000000000,637.000000000,864.000000000
optimized,11842495200307133822,116.000000000,5.000000000,105.000000000,609.000000000,786.000000000
optimized,11842495200307133822,117.000000000,1.000000000,405.000000000,294.000000000,736.000000000
optimized,11842495200307133822,118.000000000,0.000000000,467.000000000,153.000000000,648.000000000
optimized,11842495200307133822,119.000000000,0.000000000,409.000000000,89.000000000,519.000000000
optimized,11842495200307133822,120.000000000,0.000000000,328.000000000,91.000000000,434.000000000
optimized,11842495200307133822,121.000000000,1.000000000,270.000000000,87.000000000,377.000000000
optimized,11842495200307133822,122.000000000,0.000000000,182.000000000,115.000000000,306.000000000
optimized,11842495200307133822,123.000000000,0.000000000,116.000000000,154.000000000,277.000000000
optimized,11842495200307133822,124.000000000,3.000000000,112.000000000,130.000000000,258.000000000
optimized,11842495200307133822,125.000000000,1.000000000,121.000000000,89.000000000,216.000000000
optimized,11842495200307133822,126.000000000,0.000000000,93.000000000,92.000000000,193.000000000
optimized,11842495200307133822,127.000000000,42.000000000,3.000000000,166.000000000,262.000000000
optimized,11842495200307133822,128.000000000,326.000000000,1.000000000,186.000000000,587.000000000
optimized,11842495200307133822,129.000000000,417.000000000,0.000000000,251.000000000,752.000000000
optimized,11842495200307133822,130.000000000,411.000000000,1.000000000,313.000000000,818.000000000
optimized,11842495200307133822,131.000000000,336.000000000,1.000000000,408.000000000,856.000000000
optimized,11842495200307133822,132.000000000,243.000000000,5.000000000,497.000000000,845.000000000
optimized,11842495200307133822,133.000000000,148.000000000,10.000000000,584.000000000,853.000000000
optimized,11842495200307133822,134.000000000,0.000000000,95.000000000,589.000000000,758.000000000
optimized,11842495200307133822,135.000000000,0.000000000,387.000000000,294.000000000,713.000000000
optimized,11842495200307133822,136.000000000,1.000000000,396.000000000,191.000000000,607.000000000
optimized,11842495200307133822,137.000000000,1.000000000,404.000000000,106.000000000,527.000000000
optimized,11842495200307133822,138.000000000,1.000000000,318.000000000,106.000000000,434.000000000
optimized,11842495200307133822,139.000000000,2.000000000,244.000000000,98.000000000,349.000000000
optimized,11842495200307133822,140.000000000,0.000000000,203.000000000,79.000000000,286.000000000
optimized,11842495200307133822,141.000000000,1.000000000,125.000000000,93.000000000,224.000000000
optimized,11842495200307133822,142.000000000,3.000000000,87.000000000,89.000000000,191.000000000
optimized,11842495200307133822,143.000000000,23.000000000,29.000000000,119.000000000,199.000000000
optimized,11842495200307133822,144.000000000,259.000000000,1.000000000,155.000000000,479.000000000
optimized,11842495200307133822,145.000000000,452.000000000,0.000000000,193.000000000,725.000000000
optimized,11842495200307133822,146.000000000,489.000000000,0.000000000,251.000000000,835.000000000
optimized,11842495200307133822,147.000000000,470.000000000,1.000000000,315.000000000,886.000000000
optimized,11842495200307133822,148.000000000,300.000000000,1.000000000,430.000000000,843.000000000
optimized,11842495200307133822,149.000000000,232.000000000,1.000000000,525.000000000,867.000000000
optimized,11842495200307133822,150.000000000,44.000000000,31.000000000,594.000000000,762.000000000
optimized,11842495200307133822,151.000000000,0.000000000,329.000000000,311.000000000,678.000000000
optimized,11842495200307133822,152.000000000,2.000000000,384.000000000,202.000000000,617.000000000
optimized,11842495200307133822,153.000000000,0.000000000,373.000000000,122.000000000,514.000000000
optimized,11842495200307133822,154.000000000,0.000000000,314.000000000,102.000000000,435.000000000
optimized,11842495200307133822,155.000000000,0.000000000,244.000000000,99.000000000,352.000000000
optimized,11842495200307133822,156.000000000,1.000000000,191.000000000,101.000000000,304.000000000
optimized,11842495200307133822,157.000000000,0.000000000,167.000000000,73.000000000,247.000000000
optimized,11842495200307133822,158.000000000,1.000000000,93.000000000,106.000000000,208.000000000
optimized,11842495200307133822,159.000000000,1.000000000,87.000000000,99.000000000,193.000000000
optimized,11842495200307133822,160.000000000,1.000000000,97.000000000,70.000000000,175.000000000
optimized,11842495200307133822,161.000000000,39.000000000,3.000000000,153.000000000,224.000000000
optimized,11842495200307133822,162.000000000,350.000000000,3.000000000,170.000000000,601.000000000
optimized,11842495200307133822,163.000000000,418.000000000,1.000000000,225.000000000,731.000000000
optimized,11842495200307133822,164.000000000,457.000000000,1.000000000,304.000000000,857.000000000
optimized,11842495200307133822,165.000000000,262.000000000,3.000000000,385.000000000,758.000000000
optimized,11842495200307133822,166.000000000,191.000000000,2.000000000,479.000000000,778.000000000
optimized,11842495200307133822,167.000000000,93.000000000,12.000000000,572.000000000,763.000000000
optimized,11842495200307133822,168.000000000,0.000000000,91.000000000,565.000000000,706.000000000
optimized,11842495200307133822,169.000000000,0.000000000,375.000000000,245.000000000,650.000000000
optimized,11842495200307133822,170.000000000,0.000000000,393.000000000,146.000000000,562.000000000
optimized,11842495200307133822,171.000000000,0.000000000,341.000000000,112.000000000,469.000000000
optimized,11842495200307133822,172.000000000,0.000000000,268.000000000,106.000000000,393.000000000
optimized,11842495200307133822,173.000000000,0.000000000,234.000000000,86.000000000,327.000000000
optimized,11842495200307133822,174.000000000,1.000000000,202.000000000,65.000000000,275.000000000
optimized,11842495200307133822,175.000000000,2.000000000,124.000000000,97.000000000,231.000000000
optimized,11842495200307133822,176.000000000,7.000000000,59.000000000,143.000000000,228.000000000
optimized,11842495200307133822,177.000000000,2.000000000,77.000000000,104.000000000,201.000000000
optimized,11842495200307133822,178.000000000,2.000000000,77.000000000,90.000000000,174.000000000
optimized,11842495200307133822,179.000000000,135.000000000,1.000000000,165.000000000,347.000000000
optimized,11842495200307133822,180.000000000,357.000000000,1.000000000,196.000000000,633.000000000
optimized,11842495200307133822,181.000000000,461.000000000,0.000000000,270.000000000,824.000000000
optimized,11842495200307133822,182.000000000,400.000000000,2.000000000,345.000000000,837.000000000
optimized,11842495200307133822,183.000000000,321.000000000,1.000000000,435.000000000,849.000000000
optimized,11842495200307133822,184.000000000,184.000000000,3.000000000,531.000000000,827.000000000
optimized,11842495200307133822,185.000000000,79.000000000,10.000000000,617.000000000,800.000000000
optimized,11842495200307133822,186.000000000,20.000000000,34.000000000,655.000000000,771.000000000
optimized,11842495200307133822,187.000000000,0.000000000,332.000000000,339.000000000,697.000000000
optimized,11842495200307133822,188.000000000,0.000000000,442.000000000,154.000000000,619.000000000
optimized,11842495200307133822,189.000000000,0.000000000,418.000000000,93.000000000,530.000000000
optimized,11842495200307133822,190.000000000,0.000000000,315.000000000,98.000000000,425.000000000
optimized,11842495200307133822,191.000000000,1.000000000,247.000000000,73.000000000,332.000000000
optimized,11842495200307133822,192.000000000,0.000000000,174.000000000,102.000000000,287.000000000
