kind,id,x_or_capacity,y_or_shift_start,service_or_shift_end,demand_or_skills,earliest_or_fixed,latest_or_per_km,skill_or_task,base
meta,fsr-06,17,0,0,173,0,0,48,6
vehicle,0,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,5,72.00000000000000000,0.78000000000000003,0,0
vehicle,1,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,77.00000000000000000,0.81500000000000006,0,0
vehicle,2,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,6,82.00000000000000000,0.85000000000000009,0,0
vehicle,3,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,1,87.00000000000000000,0.88500000000000001,0,0
vehicle,4,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,2,92.00000000000000000,0.92000000000000004,0,0
vehicle,5,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,4,97.00000000000000000,0.95500000000000007,0,0
vehicle,6,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,102.00000000000000000,0.98999999999999999,0,0
vehicle,7,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,7,107.00000000000000000,1.02500000000000013,0,0
task,0,14.90202298643931655,-2.70251631511811441,1359.00000000000000000,37.00000000000000000,29635.88207786300699809,44335.88207786300336011,1,1
task,1,18.12037387161052493,-2.80092643995177237,1581.00000000000000000,28.00000000000000000,30336.37121161798495450,56736.37121161798131652,1,1
task,2,18.49148907605198389,-1.76121036815739607,835.00000000000000000,29.00000000000000000,32000.16849434904725058,58400.16849434904725058,1,1
task,3,20.66273772929200803,-0.08218681150857510,727.00000000000000000,32.00000000000000000,33941.02185138052300317,48641.02185138052300317,1,1
task,4,21.11204599056424769,2.14695194534486644,1567.00000000000000000,31.00000000000000000,33938.56956757488660514,60338.56956757488660514,1,1
task,5,19.98291139810940109,1.45973344599653410,795.00000000000000000,39.00000000000000000,35604.70624010176834418,62004.70624010176834418,4,1
task,6,16.90862876147512850,2.24482314556501317,1099.00000000000000000,40.00000000000000000,37537.67711029457859695,52237.67711029457859695,1,1
task,7,16.27323143811515394,11.81059046524247158,1301.00000000000000000,27.00000000000000000,30008.05607015812347527,44708.05607015812711325,2,1
task,8,17.28178818141720186,13.24242361011180336,1585.00000000000000000,43.00000000000000000,30540.40959060213936027,56940.40959060213936027,2,1
task,9,16.51587062739069722,14.07590081743902388,653.00000000000000000,27.00000000000000000,32210.30594503027532483,58610.30594503027532483,1,1
task,10,18.04251687014076566,15.09071315513007505,1386.00000000000000000,33.00000000000000000,33900.79329781475826167,48600.79329781475826167,2,1
task,11,16.14000890115350728,17.97168787047578675,1087.00000000000000000,38.00000000000000000,34645.72857802813814487,61045.72857802813814487,2,1
task,12,14.92795015915665502,16.50636636019913794,828.00000000000000000,32.00000000000000000,35875.35194940966903232,62275.35194940966903232,2,1
task,13,11.09774900372052464,18.12966887022205142,1292.00000000000000000,35.00000000000000000,37915.35151608740852680,52615.35151608740852680,2,1
task,14,3.50833181621435797,23.76479687033162591,1232.00000000000000000,41.00000000000000000,30301.67728481460289913,45001.67728481460653711,2,1
task,15,1.69956224865420080,24.72566663703705814,991.00000000000000000,36.00000000000000000,30787.28852812442346476,57187.28852812442346476,4,1
task,16,2.29955708781981638,26.18914508803883479,1556.00000000000000000,38.00000000000000000,31896.91574583853798686,58296.91574583853798686,2,1
task,17,0.87307368349214176,27.47571288704292414,1557.00000000000000000,39.00000000000000000,34496.98821987137489486,49196.98821987137489486,4,1
task,18,-2.14293714129718271,28.05166268541396590,1144.00000000000000000,33.00000000000000000,35384.27656519823358394,61784.27656519823358394,2,1
task,19,-2.98180728414631435,23.86691489088631002,1198.00000000000000000,35.00000000000000000,36848.37650563022907590,63248.37650563022907590,2,1
task,20,-8.51530522872295137,15.42888840892355695,1170.00000000000000000,30.00000000000000000,29821.70561824011747376,44521.70561824011383578,1,1
task,21,-11.34832266788771094,14.84057080443075272,896.00000000000000000,33.00000000000000000,30308.71504880897191470,56708.71504880896827672,1,1
task,22,-13.03206340007137243,17.90925160314511899,1066.00000000000000000,38.00000000000000000,31467.23416987269592937,57867.23416987269592937,1,1
task,23,-13.89138320247543490,14.01757603883241288,679.00000000000000000,36.00000000000000000,33732.14063829765655100,48432.14063829765655100,1,1
task,24,-16.47156600801022819,12.64486509770352463,1287.00000000000000000,37.00000000000000000,33730.33676585932698799,60130.33676585932698799,1,1
task,25,-17.81584934211555904,10.27348934485924481,1149.00000000000000000,29.00000000000000000,35221.77912599993578624,61621.77912599993578624,1,1
task,26,-20.19203828720731408,6.19406511766154555,1251.00000000000000000,27.00000000000000000,30084.05407023105362896,44784.05407023105362896,2,1
task,27,-20.84410154360688949,2.84293991295564652,650.00000000000000000,36.00000000000000000,30691.10220981086604297,57091.10220981086604297,2,1
task,28,-22.81647590830651495,2.57381671028263392,874.00000000000000000,35.00000000000000000,31490.40096942282616510,57890.40096942282980308,2,1
task,29,-24.15287776614731641,0.87999474625673679,629.00000000000000000,36.00000000000000000,33426.21688517108123051,48126.21688517108123051,2,1
task,30,-22.65422604531777395,-1.95703751723618669,949.00000000000000000,43.00000000000000000,33395.85715273867390351,59795.85715273867390351,2,1
task,31,-20.05654747162935791,-3.19952180350767357,923.00000000000000000,32.00000000000000000,34560.82200891393586062,60960.82200891393586062,2,1
task,32,-18.79935566798842572,-12.51626892978310934,1477.00000000000000000,34.00000000000000000,30193.85928671179135563,44893.85928671179135563,4,1
task,33,-19.09495666268716363,-16.30261081079025942,1458.00000000000000000,33.00000000000000000,31055.69902574435400311,57455.69902574435400311,4,1
task,34,-19.77158463958568646,-16.08576563017133054,899.00000000000000000,30.00000000000000000,32566.98847863676201086,58966.98847863676201086,4,1
