kind,id,x_or_capacity,y_or_shift_start,service_or_shift_end,demand_or_skills,earliest_or_fixed,latest_or_per_km,skill_or_task,base
meta,fsr-09,17,0,0,307,0,0,48,9
vehicle,0,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,5,72.00000000000000000,0.78000000000000003,0,0
vehicle,1,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,77.00000000000000000,0.81500000000000006,0,0
vehicle,2,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,6,82.00000000000000000,0.85000000000000009,0,0
vehicle,3,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,1,87.00000000000000000,0.88500000000000001,0,0
vehicle,4,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,2,92.00000000000000000,0.92000000000000004,0,0
vehicle,5,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,4,97.00000000000000000,0.95500000000000007,0,0
vehicle,6,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,102.00000000000000000,0.98999999999999999,0,0
vehicle,7,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,7,107.00000000000000000,1.02500000000000013,0,0
task,0,16.99774391305168209,-3.17704328487211196,1340.00000000000000000,44.00000000000000000,29796.90788982601225143,44496.90788982601225143,4,1
task,1,18.36962878021834555,-2.96292986762465116,1280.00000000000000000,44.00000000000000000,30341.04486031997294049,56741.04486031997657847,4,1
task,2,20.93376465870505143,-3.09521501720986869,1593.00000000000000000,45.00000000000000000,31813.61080596797546605,58213.61080596797546605,1,1
task,3,21.39677816790884890,-2.40401365601710104,1088.00000000000000000,43.00000000000000000,34369.00705727153399494,49069.00705727153399494,1,1
task,4,21.68301512571877510,1.10697523046698798,778.00000000000000000,41.00000000000000000,34821.20486552001239033,61221.20486552001239033,1,1
task,5,19.10656229543110030,3.26467300306236652,1310.00000000000000000,26.00000000000000000,35851.25138873180549126,62251.25138873180549126,1,1
task,6,17.94953604975462014,5.10033224326745405,793.00000000000000000,46.00000000000000000,38223.99196298652532278,52923.99196298652532278,1,1
task,7,14.84805441654369673,12.20551339277552394,1133.00000000000000000,40.00000000000000000,29941.56024289673587191,44641.56024289673950989,1,1
task,8,17.95878105396161928,11.80593736958152462,1215.00000000000000000,44.00000000000000000,30409.78158931787402253,56809.78158931787766051,2,1
task,9,17.06302352305529269,12.92676230510499025,1014.00000000000000000,39.00000000000000000,31732.39104177326953504,58132.39104177326953504,1,1
task,10,16.75743760157288520,15.60333027789663340,655.00000000000000000,29.00000000000000000,33848.43774091643717838,48548.43774091643717838,1,1
task,11,15.54887949675057435,17.50673749036739579,1015.00000000000000000,33.00000000000000000,33772.53857138260354986,60172.53857138260354986,2,1
task,12,14.46236811725776938,15.18212872962755711,1424.00000000000000000,26.00000000000000000,34979.98794104655098636,61379.98794104655098636,1,1
task,13,10.97391851265411766,17.64532459655202601,1103.00000000000000000,45.00000000000000000,37624.27056107165844878,52324.27056107165844878,2,1
task,14,4.78917924092209546,21.61308381451516780,1295.00000000000000000,42.00000000000000000,30160.30017390953071299,44860.30017390953435097,2,1
task,15,3.66705763664111650,23.84166982901146170,1567.00000000000000000,28.00000000000000000,30742.43610824140705517,57142.43610824141069315,2,1
task,16,3.00988496507505721,26.83505443348280650,1294.00000000000000000,43.00000000000000000,32539.28666539058031049,58939.28666539058031049,4,1
task,17,-0.99052019662001367,27.43720470061230543,1441.00000000000000000,41.00000000000000000,35036.69690501805598615,49736.69690501805598615,2,1
task,18,-1.16316382673164020,27.28101574174371180,1582.00000000000000000,46.00000000000000000,35595.15770620627154130,61995.15770620627154130,4,1
task,19,-2.60413496214426576,24.97519017010684195,1431.00000000000000000,46.00000000000000000,37381.08640762413415359,63781.08640762413415359,4,1
task,20,-11.36403938845954720,13.36208733034115070,1391.00000000000000000,36.00000000000000000,29815.57518822925703716,44515.57518822925339919,1,1
task,21,-10.71784150603234842,17.69027623631318846,1051.00000000000000000,28.00000000000000000,30634.78731302556843730,57034.78731302556843730,1,1
