kind,id,x_or_capacity,y_or_shift_start,service_or_shift_end,demand_or_skills,earliest_or_fixed,latest_or_per_km,skill_or_task,base
meta,fsr-08,17,0,0,257,0,0,48,8
vehicle,0,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,5,72.00000000000000000,0.78000000000000003,0,0
vehicle,1,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,77.00000000000000000,0.81500000000000006,0,0
vehicle,2,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,6,82.00000000000000000,0.85000000000000009,0,0
vehicle,3,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,1,87.00000000000000000,0.88500000000000001,0,0
vehicle,4,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,2,92.00000000000000000,0.92000000000000004,0,0
vehicle,5,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,4,97.00000000000000000,0.95500000000000007,0,0
vehicle,6,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,102.00000000000000000,0.98999999999999999,0,0
vehicle,7,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,7,107.00000000000000000,1.02500000000000013,0,0
task,0,16.43967013319566206,-1.94679768155642940,657.00000000000000000,25.00000000000000000,29741.59045625731232576,44441.59045625731232576,1,1
task,1,18.54946569730214279,-2.10501076876419324,736.00000000000000000,43.00000000000000000,29657.26941345072918921,56057.26941345073282719,4,1
task,2,20.49276052884514598,-2.38138541665009829,635.00000000000000000,29.00000000000000000,30540.48311809185179300,56940.48311809185543098,4,1
task,3,19.48448493551742899,-0.32574588897156231,936.00000000000000000,27.00000000000000000,32247.20320620527854771,46947.20320620527490973,4,1
task,4,20.78497708344463391,2.22161583703227095,610.00000000000000000,38.00000000000000000,32497.71279851609142497,58897.71279851609142497,1,1
task,5,20.51132022890847395,3.91365116901099785,669.00000000000000000,39.00000000000000000,33236.26445337779296096,59636.26445337779296096,4,1
task,6,16.82448007090117414,4.92696498537780947,1585.00000000000000000,32.00000000000000000,35092.03129809904930880,49792.03129809904930880,4,1
