kind,id,x_or_capacity,y_or_shift_start,service_or_shift_end,demand_or_skills,earliest_or_fixed,latest_or_per_km,skill_or_task,base
meta,fsr-03,17,0,0,71,0,0,48,3
vehicle,0,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,5,72.00000000000000000,0.78000000000000003,0,0
vehicle,1,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,77.00000000000000000,0.81500000000000006,0,0
vehicle,2,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,6,82.00000000000000000,0.85000000000000009,0,0
vehicle,3,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,1,87.00000000000000000,0.88500000000000001,0,0
vehicle,4,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,2,92.00000000000000000,0.92000000000000004,0,0
vehicle,5,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,4,97.00000000000000000,0.95500000000000007,0,0
vehicle,6,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,102.00000000000000000,0.98999999999999999,0,0
vehicle,7,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,7,107.00000000000000000,1.02500000000000013,0,0
task,0,16.12565236330269158,-3.01385501754396046,1229.00000000000000000,40.00000000000000000,29730.36576773936030804,44430.36576773936394602,1,1
task,1,17.63614532094404552,-5.72751244487301303,877.00000000000000000,41.00000000000000000,30292.29511656620888971,56692.29511656620888971,4,1
task,2,17.55906484642377308,-1.14406561546939600,1522.00000000000000000,31.00000000000000000,31513.10223558218058315,57913.10223558217694517,1,1
task,3,21.68621519303789213,-1.72296945005877666,1228.00000000000000000,30.00000000000000000,34247.66872520811739378,48947.66872520811739378,4,1
task,4,20.51448133994254519,1.73046775500999739,1298.00000000000000000,27.00000000000000000,34849.17912122463894775,61249.17912122463894775,4,1
task,5,19.96825697479775741,2.56635914850908842,1245.00000000000000000,35.00000000000000000,36222.06937137958448147,62622.06937137958448147,4,1
task,6,16.70633922198513233,2.51803345099667597,825.00000000000000000,30.00000000000000000,38611.74004952725954354,53311.74004952725954354,1,1
task,7,16.24245517345108425,12.81102623228001569,957.00000000000000000,45.00000000000000000,30051.50283770921669202,44751.50283770921669202,2,1
