kind,id,x_or_capacity,y_or_shift_start,service_or_shift_end,demand_or_skills,earliest_or_fixed,latest_or_per_km,skill_or_task,base
meta,fsr-04,17,0,0,101,0,0,48,4
vehicle,0,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,5,72.00000000000000000,0.78000000000000003,0,0
vehicle,1,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,77.00000000000000000,0.81500000000000006,0,0
vehicle,2,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,6,82.00000000000000000,0.85000000000000009,0,0
vehicle,3,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,1,87.00000000000000000,0.88500000000000001,0,0
vehicle,4,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,2,92.00000000000000000,0.92000000000000004,0,0
vehicle,5,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,4,97.00000000000000000,0.95500000000000007,0,0
vehicle,6,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,102.00000000000000000,0.98999999999999999,0,0
vehicle,7,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,7,107.00000000000000000,1.02500000000000013,0,0
task,0,16.25577532972938855,-3.46426435640343167,667.00000000000000000,44.00000000000000000,29746.56082681391126243,44446.56082681391126243,4,1
task,1,17.80155549586862307,-1.43550144367203303,1444.00000000000000000,43.00000000000000000,29704.85222348227762268,56104.85222348227398470,1,1
task,2,19.10242193629580498,-1.47680920378133829,1080.00000000000000000,29.00000000000000000,31246.46638242539120256,57646.46638242539484054,4,1
task,3,18.78205299142515372,0.08046997732718542,1141.00000000000000000,29.00000000000000000,33345.70823848578584148,48045.70823848578584148,1,1
task,4,20.88838201316650967,0.35592865095239423,897.00000000000000000,40.00000000000000000,33746.02807179748197086,60146.02807179748197086,1,1
task,5,18.42699375233546277,1.48472887192803582,1293.00000000000000000,27.00000000000000000,34846.11918279338715365,61246.11918279338715365,4,1
task,6,17.20840484606135234,3.95135411400643211,1206.00000000000000000,25.00000000000000000,37245.46051267268921947,51945.46051267268921947,4,1
task,7,16.73688275577935869,9.50980746871086424,818.00000000000000000,41.00000000000000000,29943.74451129993030918,44643.74451129992667120,1,1
task,8,16.27932033994662575,11.77554948110490152,1215.00000000000000000,30.00000000000000000,30035.10568068337306613,56435.10568068337306613,2,1
task,9,19.30963525346292187,12.94907837687748930,788.00000000000000000,43.00000000000000000,31493.82658522716883454,57893.82658522717247251,2,1
task,10,17.81235974577044345,17.42784975144094162,1216.00000000000000000,46.00000000000000000,33536.00789714938582620,48236.00789714938582620,2,1
task,11,15.98848009974826745,19.44990687404170515,1561.00000000000000000,34.00000000000000000,34056.24009914644557284,60456.24009914644557284,2,1
task,12,13.15155217900028006,17.04526862547026766,957.00000000000000000,33.00000000000000000,35896.15989743767568143,62296.15989743767568143,2,1
task,13,13.67794052982670472,16.64439081508735541,841.00000000000000000,31.00000000000000000,37802.78404373189550824,52502.78404373189550824,2,1
task,14,2.64687569110814724,23.18437969463503379,671.00000000000000000,45.00000000000000000,30250.12369468965334818,44950.12369468965334818,2,1
task,15,1.79461157735795918,25.22501011728465770,1504.00000000000000000,43.00000000000000000,30186.98270818618038902,56586.98270818618038902,2,1
task,16,1.89567849482797213,27.02715531360347612,1061.00000000000000000,29.00000000000000000,31826.35598027532978449,58226.35598027532978449,2,1
task,17,-0.00166486770717480,27.16273642725205661,1225.00000000000000000,28.00000000000000000,33930.01958518126048148,48630.01958518126048148,4,1
task,18,-2.96242912459920227,27.36607853717847405,1190.00000000000000000,34.00000000000000000,34477.59998777073633391,60877.59998777073633391,4,1
task,19,-3.56474352116739013,24.73721001857470725,860.00000000000000000,28.00000000000000000,35869.87392158910370199,62269.87392158910370199,4,1
task,20,-9.61133671341567641,14.44254325103158365,673.00000000000000000,37.00000000000000000,29801.12538807495729998,44501.12538807495729998,1,1
task,21,-10.05697756636030604,16.09401365914741788,979.00000000000000000,38.00000000000000000,29702.41595794531895081,56102.41595794531895081,1,1
task,22,-11.98407126631516029,15.21068960229650813,1445.00000000000000000,25.00000000000000000,30840.40802468992842478,57240.40802468992478680,1,1
task,23,-14.31124343202255211,15.82863801150330829,1468.00000000000000000,34.00000000000000000,33365.99442147751688026,48065.99442147751688026,1,1
task,24,-14.83555776665140868,12.48240661383988304,956.00000000000000000,39.00000000000000000,34188.02386218500032555,60588.02386218500032555,1,1
task,25,-16.23778322548050568,10.67083487841049383,1479.00000000000000000,26.00000000000000000,35315.83817967258073622,61715.83817967258073622,1,1
task,26,-20.14428061327311070,2.56372687079087314,1586.00000000000000000,37.00000000000000000,30023.00743433197567356,44723.00743433197203558,2,1
task,27,-21.81323571873790357,4.96641897319832282,1356.00000000000000000,40.00000000000000000,30928.41724545498072985,57328.41724545498436783,2,1
task,28,-23.79093653635918315,2.34887175624001143,1260.00000000000000000,37.00000000000000000,32530.46816195047722431,58930.46816195047722431,2,1
task,29,-23.10696117124956928,-1.19732190253069337,845.00000000000000000,35.00000000000000000,34961.33460262078733649,49661.33460262078733649,2,1
task,30,-20.80276612204806597,-1.38750093921409734,1086.00000000000000000,37.00000000000000000,35079.73685537581332028,61479.73685537581332028,2,1
task,31,-21.76256737716743217,-3.39101082203018533,1593.00000000000000000,27.00000000000000000,36332.35286732175882207,62732.35286732175882207,2,1
task,32,-18.21485474855998632,-14.23752455537645467,1464.00000000000000000,29.00000000000000000,30233.92480207201879239,44933.92480207201879239,4,1
task,33,-17.49951440130617186,-15.94123835403733835,1127.00000000000000000,44.00000000000000000,30936.50955204791534925,57336.50955204791534925,4,1
task,34,-19.43977902762005883,-16.31649533252524975,1214.00000000000000000,39.00000000000000000,32211.72603557003458263,58611.72603557003458263,4,1
task,35,-20.22042590517227367,-20.24030236731575982,1360.00000000000000000,37.00000000000000000,34625.77919830054452177,49325.77919830054452177,4,1
task,36,-17.63738170713604347,-19.54725220747803505,1288.00000000000000000,42.00000000000000000,35286.35948565067519667,61686.35948565067519667,4,1
task,37,-15.30518322319596791,-18.76878011349815267,1390.00000000000000000,27.00000000000000000,36758.76141949082375504,63158.76141949082375504,4,1
task,38,-4.06906151459709786,-15.83788258041455954,1027.00000000000000000,38.00000000000000000,29726.41807618904203991,44426.41807618904567789,1,1
task,39,-2.70505448165737139,-18.25389168806938045,1342.00000000000000000,44.00000000000000000,30061.50239916235659621,56461.50239916236023419,2,1
task,40,-3.06203933865710098,-20.95943618627747185,1081.00000000000000000,27.00000000000000000,31608.17696246224659262,58008.17696246224659262,1,1
task,41,-0.46383260639283452,-20.91664464551293534,1368.00000000000000000,38.00000000000000000,33784.06889414475153899,48484.06889414475153899,2,1
task,42,1.29538846202077429,-20.56181495375038537,1412.00000000000000000,39.00000000000000000,34386.66752410471963231,60786.66752410471963231,2,1
task,43,5.66970066907233949,-18.92105156765290985,676.00000000000000000,30.00000000000000000,36149.06052307628851850,62549.06052307628851850,2,1
task,44,12.63961971368470394,-15.28682360572339505,1328.00000000000000000,28.00000000000000000,29987.66231512136437232,44687.66231512136437232,2,1
task,45,14.02076753967893374,-17.28750648416079372,998.00000000000000000,30.00000000000000000,30597.99564942266806611,56997.99564942266442813,1,1
task,46,15.06780011630001859,-19.01653463093119001,1589.00000000000000000,26.00000000000000000,31747.59615226539608557,58147.59615226539608557,2,1
task,47,18.03049315702214983,-15.93640334882778653,1041.00000000000000000,43.00000000000000000,34557.12582027291500708,49257.12582027291500708,1,1
task,48,18.44046462954878862,-15.02653946935545015,730.00000000000000000,33.00000000000000000,34772.97299785450013587,61172.97299785450013587,1,1
task,49,18.61041545111783080,-12.25180511178857401,794.00000000000000000,42.00000000000000000,35711.46806124228896806,62111.46806124228896806,1,1
task,50,19.80242193629580427,-1.97680920378133829,720.00000000000000000,18.00000000000000000,31546.46638242539120256,58246.46638242539484054,4,0
