kind,id,x_or_capacity,y_or_shift_start,service_or_shift_end,demand_or_skills,earliest_or_fixed,latest_or_per_km,skill_or_task,base
meta,fsr-00,17,0,0,11,0,0,48,0
vehicle,0,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,5,72.00000000000000000,0.78000000000000003,0,0
vehicle,1,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,77.00000000000000000,0.81500000000000006,0,0
vehicle,2,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,6,82.00000000000000000,0.85000000000000009,0,0
vehicle,3,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,1,87.00000000000000000,0.88500000000000001,0,0
vehicle,4,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,2,92.00000000000000000,0.92000000000000004,0,0
vehicle,5,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,4,97.00000000000000000,0.95500000000000007,0,0
vehicle,6,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,102.00000000000000000,0.98999999999999999,0,0
vehicle,7,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,7,107.00000000000000000,1.02500000000000013,0,0
task,0,15.57080419663917858,-3.78163246655290886,1182.00000000000000000,43.00000000000000000,29701.75813575867505278,44401.75813575867505278,4,1
task,1,17.42760039515186676,-2.30074678112595343,779.00000000000000000,44.00000000000000000,30161.88454948117578169,56561.88454948117578169,4,1
task,2,20.78220201970457381,-3.59543833520998390,792.00000000000000000,29.00000000000000000,31210.56747037742752582,57610.56747037742752582,4,1
task,3,20.11508111522843123,-0.19162922919663883,1243.00000000000000000,41.00000000000000000,33162.71010022487462265,47862.71010022487462265,4,1
task,4,22.14008447802744328,0.62308505791245561,1041.00000000000000000,30.00000000000000000,33669.41635755164315924,60069.41635755164315924,1,1
task,5,19.75977989373240007,2.84118496124958009,1094.00000000000000000,32.00000000000000000,34954.43525264073105063,61354.43525264073105063,4,1
task,6,18.94082572262217568,5.18011152811126685,1526.00000000000000000,33.00000000000000000,37134.29704735650739167,51834.29704735650739167,4,1
task,7,16.72334051068916239,9.64955238124498393,721.00000000000000000,43.00000000000000000,29948.07109005256279488,44648.07109005255915690,1,1
task,8,15.37399815985501839,12.37350434685419209,879.00000000000000000,29.00000000000000000,29997.05923642248308170,56397.05923642248671968,1,1
task,9,16.44930773828252768,13.25698069442399252,1168.00000000000000000,35.00000000000000000,30980.43652776128146797,57380.43652776128146797,2,1
