kind,id,x_or_capacity,y_or_shift_start,service_or_shift_end,demand_or_skills,earliest_or_fixed,latest_or_per_km,skill_or_task,base
meta,fsr-02,17,0,0,47,0,0,48,2
vehicle,0,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,5,72.00000000000000000,0.78000000000000003,0,0
vehicle,1,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,77.00000000000000000,0.81500000000000006,0,0
vehicle,2,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,6,82.00000000000000000,0.85000000000000009,0,0
vehicle,3,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,1,87.00000000000000000,0.88500000000000001,0,0
vehicle,4,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,2,92.00000000000000000,0.92000000000000004,0,0
vehicle,5,440.00000000000000000,28800.00000000000000000,72000.00000000000000000,4,97.00000000000000000,0.95500000000000007,0,0
vehicle,6,380.00000000000000000,28800.00000000000000000,72000.00000000000000000,3,102.00000000000000000,0.98999999999999999,0,0
vehicle,7,410.00000000000000000,28800.00000000000000000,72000.00000000000000000,7,107.00000000000000000,1.02500000000000013,0,0
task,0,15.76760145287547665,-5.45625800100443215,658.00000000000000000,28.00000000000000000,29751.37226239642041037,44451.37226239642041037,1,1
task,1,17.30290020304292753,-3.32799554625275062,832.00000000000000000,39.00000000000000000,29706.19037315661989851,56106.19037315661989851,1,1
task,2,20.15435892639952797,-1.90623763996505180,1263.00000000000000000,45.00000000000000000,30777.15939776530649397,57177.15939776531013194,1,1
task,3,18.81366148594971577,-1.83514100088259324,686.00000000000000000,43.00000000000000000,33040.85299000886152498,47740.85299000886152498,4,1
task,4,21.56275607804290928,2.25026474999463844,1414.00000000000000000,30.00000000000000000,33196.17039332729473244,59596.17039332729473244,1,1
task,5,20.24126755276759226,3.43166336977393094,1411.00000000000000000,45.00000000000000000,34743.11378257450269302,61143.11378257450269302,4,1
task,6,18.63323690950102574,3.43125234033749704,1541.00000000000000000,46.00000000000000000,37174.71608475937682670,51874.71608475937682670,4,1
task,7,15.28462124402751066,10.18422022131215776,1475.00000000000000000,36.00000000000000000,29877.50723519108214532,44577.50723519107850734,1,1
task,8,18.05473632768898540,11.98886752177523185,1193.00000000000000000,30.00000000000000000,30700.46464723770986893,57100.46464723770623095,1,1
task,9,17.63338894287799619,14.67717429822307373,889.00000000000000000,39.00000000000000000,32097.54910047772136750,58497.54910047772136750,2,1
task,10,15.78581667793328158,15.67086573783939940,834.00000000000000000,34.00000000000000000,34043.88733796752785565,48743.88733796752785565,2,1
task,11,14.33753792265097005,15.54116459601686806,1151.00000000000000000,37.00000000000000000,34086.94295351737673627,60486.94295351737673627,1,1
task,12,13.61925369388299778,18.04944532442361549,1054.00000000000000000,44.00000000000000000,35433.62547702826122986,61833.62547702826122986,1,1
task,13,12.12655781183184622,15.65769914258162743,1268.00000000000000000,40.00000000000000000,37599.07481663445651066,52299.07481663445651066,2,1
task,14,5.16206809676438372,22.40291292433312975,1270.00000000000000000,37.00000000000000000,30224.24568485359122860,44924.24568485359486658,4,1
task,15,5.40531789404704632,24.99020754621249196,869.00000000000000000,27.00000000000000000,30789.14850570053749834,57189.14850570053386036,4,1
task,16,1.10601292351245584,24.52586819876662005,689.00000000000000000,43.00000000000000000,31982.47155870213464368,58382.47155870213464368,2,1
task,17,-0.65771878110666204,26.37800408240890704,1486.00000000000000000,41.00000000000000000,33763.28919950353883905,48463.28919950353883905,4,1
task,18,-3.29175076270437028,26.54380833960599517,715.00000000000000000,46.00000000000000000,34547.23259385224082507,60947.23259385224082507,4,1
task,19,-2.26252637877192964,24.19924154559885920,1117.00000000000000000,44.00000000000000000,35454.27208613894617883,61854.27208613894617883,4,1
task,20,-9.96482496940863172,13.16713394966981099,1065.00000000000000000,37.00000000000000000,29738.45679629818914691,44438.45679629818914691,1,1
task,21,-10.77150130048475951,16.10587698625531061,1552.00000000000000000,37.00000000000000000,30132.01537200114762527,56532.01537200114398729,1,1
task,22,-14.00622999265234014,17.28850582237204847,964.00000000000000000,36.00000000000000000,31942.32565790203807410,58342.32565790203807410,1,1
task,23,-13.96998330356820439,12.93077919039179235,785.00000000000000000,32.00000000000000000,34133.16646107869019033,48833.16646107869019033,1,1
task,24,-17.11028930634429202,13.96871557759649285,962.00000000000000000,30.00000000000000000,34266.22076916287187487,60666.22076916287187487,1,1
