design,seed,time,activator,repressor,complex,total_molecules
optimized,11842495200307133822,79.000000000,0.000000000,218.000000000,502.000000000,742.000000000
optimized,11842495200307133822,80.000000000,1.000000000,329.000000000,349.000000000,697.000000000
optimized,11842495200307133822,81.000000000,0.000000000,364.000000000,235.000000000,611.000000000
optimized,11842495200307133822,82.000000000,0.000000000,355.000000000,163.000000000,526.000000000
optimized,11842495200307133822,83.000000000,0.000000000,308.000000000,134.000000000,451.000000000
optimized,11842495200307133822,84.000000000,0.000000000,273.000000000,110.000000000,388.000000000
optimized,11842495200307133822,85.000000000,1.000000000,204.000000000,121.000000000,332.000000000
optimized,11842495200307133822,86.000000000,0.000000000,185.000000000,96.000000000,285.000000000
optimized,11842495200307133822,87.000000000,3.000000000,113.000000000,112.000000000,238.000000000
optimized,11842495200307133822,88.000000000,1.000000000,89.000000000,115.000000000,207.000000000
optimized,11842495200307133822,89.000000000,0.000000000,85.000000000,104.000000000,190.000000000
optimized,11842495200307133822,90.000000000,46.000000000,7.000000000,169.000000000,235.000000000
optimized,11842495200307133822,91.000000000,261.000000000,0.000000000,182.000000000,459.000000000
optimized,11842495200307133822,92.000000000,320.000000000,0.000000000,207.000000000,547.000000000
optimized,11842495200307133822,93.000000000,384.000000000,0.000000000,238.000000000,650.000000000
optimized,11842495200307133822,94.000000000,418.000000000,0.000000000,290.000000000,736.000000000
optimized,11842495200307133822,95.000000000,386.000000000,2.000000000,351.000000000,776.000000000
optimized,11842495200307133822,96.000000000,298.000000000,0.000000000,451.000000000,796.000000000
optimized,11842495200307133822,97.000000000,275.000000000,1.000000000,554.000000000,881.000000000
optimized,11842495200307133822,98.000000000,181.000000000,0.000000000,647.000000000,870.000000000
optimized,11842495200307133822,99.000000000,30.000000000,11.000000000,726.000000000,812.000000000
optimized,11842495200307133822,100.000000000,0.000000000,258.000000000,517.000000000,800.000000000
optimized,11842495200307133822,101.000000000,0.000000000,380.000000000,362.000000000,757.000000000
optimized,11842495200307133822,102.000000000,0.000000000,418.000000000,238.000000000,665.000000000
optimized,11842495200307133822,103.000000000,0.000000000,389.000000000,178.000000000,574.000000000
optimized,11842495200307133822,104.000000000,0.000000000,332.000000000,135.000000000,473.000000000
optimized,11842495200307133822,105.000000000,0.000000000,280.000000000,106.000000000,389.000000000
optimized,11842495200307133822,106.000000000,0.000000000,228.000000000,91.000000000,322.000000000
optimized,11842495200307133822,107.000000000,0.000000000,120.000000000,139.000000000,262.000000000
optimized,11842495200307133822,108.000000000,0.000000000,113.000000000,114.000000000,231.000000000
optimized,11842495200307133822,109.000000000,0.000000000,104.000000000,82.000000000,187.000000000
optimized,11842495200307133822,110.000000000,17.000000000,17.000000000,140.000000000,186.000000000
optimized,11842495200307133822,111.000000000,218.000000000,0.000000000,176.000000000,415.000000000
optimized,11842495200307133822,112.000000000,400.000000000,0.000000000,201.000000000,634.000000000
optimized,11842495200307133822,113.000000000,416.000000000,2.000000000,267.000000000,727.000000000
optimized,11842495200307133822,114.000000000,403.000000000,1.000000000,364.000000000,818.000000000
optimized,11842495200307133822,115.000000000,282.000000000,0.000000000,450.000000000,779.000000000
optimized,11842495200307133822,116.000000000,220.000000000,1.000000000,546.000000000,812.000000000
optimized,11842495200307133822,117.000000000,114.000000000,3.000000000,629.000000000,781.000000000
optimized,11842495200307133822,118.000000000,78.000000000,5.000000000,699.000000000,821.000000000
optimized,11842495200307133822,119.000000000,0.000000000,204.000000000,551.000000000,782.000000000
optimized,11842495200307133822,120.000000000,0.000000000,359.000000000,364.000000000,744.000000000
optimized,11842495200307133822,121.000000000,0.000000000,410.000000000,238.000000000,665.000000000
optimized,11842495200307133822,122.000000000,0.000000000,381.000000000,167.000000000,562.000000000
optimized,11842495200307133822,123.000000000,0.000000000,329.000000000,124.000000000,463.000000000
optimized,11842495200307133822,124.000000000,0.000000000,280.000000000,102.000000000,390.000000000
optimized,11842495200307133822,125.000000000,0.000000000,228.000000000,86.000000000,318.000000000
optimized,11842495200307133822,126.000000000,0.000000000,207.000000000,67.000000000,281.000000000
optimized,11842495200307133822,127.000000000,0.000000000,143.000000000,89.000000000,238.000000000
optimized,11842495200307133822,128.000000000,0.000000000,96.000000000,100.000000000,199.000000000
optimized,11842495200307133822,129.000000000,0.000000000,66.000000000,107.000000000,175.000000000
optimized,11842495200307133822,130.000000000,0.000000000,21.000000000,141.000000000,166.000000000
optimized,11842495200307133822,131.000000000,123.000000000,0.000000000,160.000000000,292.000000000
optimized,11842495200307133822,132.000000000,286.000000000,0.000000000,178.000000000,482.000000000
optimized,11842495200307133822,133.000000000,422.000000000,1.000000000,227.000000000,686.000000000
optimized,11842495200307133822,134.000000000,415.000000000,1.000000000,295.000000000,750.000000000
optimized,11842495200307133822,135.000000000,345.000000000,2.000000000,370.000000000,760.000000000
optimized,11842495200307133822,136.000000000,270.000000000,0.000000000,464.000000000,778.000000000
optimized,11842495200307133822,137.000000000,194.000000000,3.000000000,525.000000000,752.000000000
optimized,11842495200307133822,138.000000000,148.000000000,1.000000000,591.000000000,780.000000000
optimized,11842495200307133822,139.000000000,75.000000000,12.000000000,663.000000000,783.000000000
optimized,11842495200307133822,140.000000000,58.000000000,5.000000000,737.000000000,835.000000000
optimized,11842495200307133822,141.000000000,1.000000000,157.000000000,632.000000000,826.000000000
optimized,11842495200307133822,142.000000000,0.000000000,360.000000000,407.000000000,789.000000000
optimized,11842495200307133822,143.000000000,0.000000000,412.000000000,274.000000000,704.000000000
optimized,11842495200307133822,144.000000000,0.000000000,390.000000000,202.000000000,604.000000000
optimized,11842495200307133822,145.000000000,1.000000000,346.000000000,147.000000000,501.000000000
optimized,11842495200307133822,146.000000000,0.000000000,271.000000000,144.000000000,421.000000000
optimized,11842495200307133822,147.000000000,0.000000000,231.000000000,124.000000000,361.000000000
optimized,11842495200307133822,148.000000000,1.000000000,127.000000000,171.000000000,304.000000000
optimized,11842495200307133822,149.000000000,0.000000000,76.000000000,201.000000000,279.000000000
optimized,11842495200307133822,150.000000000,0.000000000,90.000000000,166.000000000,258.000000000
optimized,11842495200307133822,151.000000000,0.000000000,104.000000000,128.000000000,233.000000000
optimized,11842495200307133822,152.000000000,0.000000000,105.000000000,94.000000000,200.000000000
optimized,11842495200307133822,153.000000000,0.000000000,83.000000000,91.000000000,175.000000000
optimized,11842495200307133822,154.000000000,2.000000000,75.000000000,74.000000000,159.000000000
optimized,11842495200307133822,155.000000000,2.000000000,47.000000000,87.000000000,138.000000000
optimized,11842495200307133822,156.000000000,41.000000000,2.000000000,129.000000000,178.000000000
optimized,11842495200307133822,157.000000000,212.000000000,0.000000000,141.000000000,370.000000000
optimized,11842495200307133822,158.000000000,357.000000000,0.000000000,166.000000000,547.000000000
optimized,11842495200307133822,159.000000000,444.000000000,0.000000000,219.000000000,703.000000000
optimized,11842495200307133822,160.000000000,492.000000000,0.000000000,288.000000000,809.000000000
optimized,11842495200307133822,161.000000000,433.000000000,0.000000000,355.000000000,833.000000000
optimized,11842495200307133822,162.000000000,353.000000000,1.000000000,466.000000000,879.000000000
optimized,11842495200307133822,163.000000000,240.000000000,0.000000000,576.000000000,861.000000000
optimized,11842495200307133822,164.000000000,144.000000000,5.000000000,645.000000000,842.000000000
optimized,11842495200307133822,165.000000000,53.000000000,6.000000000,727.000000000,825.000000000
optimized,11842495200307133822,166.000000000,0.000000000,232.000000000,551.000000000,807.000000000
optimized,11842495200307133822,167.000000000,0.000000000,399.000000000,335.000000000,750.000000000
optimized,11842495200307133822,168.000000000,0.000000000,406.000000000,225.000000000,640.000000000
optimized,11842495200307133822,169.000000000,0.000000000,384.000000000,147.000000000,536.000000000
optimized,11842495200307133822,170.000000000,0.000000000,327.000000000,111.000000000,442.000000000
optimized,11842495200307133822,171.000000000,0.000000000,263.000000000,102.000000000,369.000000000
optimized,11842495200307133822,172.000000000,0.000000000,203.000000000,87.000000000,292.000000000
optimized,11842495200307133822,173.000000000,0.000000000,153.000000000,79.000000000,232.000000000
optimized,11842495200307133822,174.000000000,2.000000000,111.000000000,74.000000000,189.000000000
optimized,11842495200307133822,175.000000000,1.000000000,65.000000000,90.000000000,157.000000000
optimized,11842495200307133822,176.000000000,36.000000000,14.000000000,119.000000000,179.000000000
optimized,11842495200307133822,177.000000000,222.000000000,1.000000000,146.000000000,389.000000000
optimized,11842495200307133822,178.000000000,362.000000000,0.000000000,186.000000000,578.000000000
optimized,11842495200307133822,179.000000000,378.000000000,0.000000000,232.000000000,639.000000000
optimized,11842495200307133822,180.000000000,320.000000000,1.000000000,290.000000000,641.000000000
optimized,11842495200307133822,181.000000000,301.000000000,1.000000000,344.000000000,678.000000000
optimized,11842495200307133822,182.000000000,229.000000000,1.000000000,407.000000000,681.000000000
optimized,11842495200307133822,183.000000000,204.000000000,3.000000000,490.000000000,748.000000000
optimized,11842495200307133822,184.000000000,167.000000000,3.000000000,591.000000000,803.000000000
optimized,11842495200307133822,185.000000000,49.000000000,6.000000000,684.000000000,780.000000000
optimized,11842495200307133822,186.000000000,10.000000000,44.000000000,724.000000000,815.000000000
optimized,11842495200307133822,187.000000000,0.000000000,311.000000000,456.000000000,786.000000000
optimized,11842495200307133822,188.000000000,0.000000000,414.000000000,279.000000000,704.000000000
optimized,11842495200307133822,189.000000000,0.000000000,390.000000000,192.000000000,591.000000000
optimized,11842495200307133822,190.000000000,0.000000000,330.000000000,142.000000000,477.000000000
optimized,11842495200307133822,191.000000000,0.000000000,264.000000000,125.000000000,394.000000000
optimized,11842495200307133822,192.000000000,0.000000000,191.000000000,140.000000000,337.000000000
