node,cost,block
0,0.11251018353468201,0
1,0.12080027869327405,1
2,0.18332996724270351,2
3,0.11293436837981310,3
4,0.13054546676180784,4
5,0.09699362720548038,5
6,0.13325595403120155,6
7,0.25838820642534976,7
8,0.10887320442740339,8
9,0.17988169000253273,9
10,0.17051386855784595,10
11,0.21414721065814690,11
12,0.10874172275900332,12
13,0.09137136255894387,13
14,0.07470379046952795,14
15,0.12108114583068602,15
16,0.11167763254850889,16
17,0.39808191303821333,17
18,0.32667906919658485,18
19,0.12024316523201713,19
20,0.16131761866041364,0
21,0.28043629472209797,1
22,0.11394311734489082,2
23,0.07952470675397619,3
24,0.08892865235857514,4
25,0.13613309783203600,5
26,0.16604327654592033,6
27,0.31912531976721997,7
28,0.19753048853038058,8
29,0.27087299838849271,9
30,0.22415500496975632,10
31,0.17880120582733233,11
32,0.10014266421127063,12
33,0.19832844965618962,13
34,0.12689591614277307,14
35,0.12308930636060615,15
36,0.17315715172866156,16
37,0.21187300257728336,17
38,0.44538985511122392,18
39,0.11512603801423908,19
40,0.12457367556655723,0
41,0.16993538832109142,1
42,0.08156761009553121,2
43,0.18027070409618529,3
44,0.13834777910255408,4
45,0.14547427804394064,5
46,0.09400569506119041,6
47,0.09916902197897094,7
48,0.17997034900967873,8
49,0.22495458795830803,9
50,0.39999118635824210,10
51,0.27931006407998726,11
52,0.21574574693584453,12
53,0.09425956629561225,13
54,0.12477641272172334,14
55,0.12902205065304756,15
56,0.16380166540965296,16
57,0.11213514222335580,17
58,0.13609466041888180,18
59,0.13937236946308565,19
60,0.14515599433849807,0
61,0.13825318545833010,1
62,0.14216006989573332,2
63,0.08484324468654067,3
64,0.08715779947480456,4
65,0.18665819253884164,5
66,0.18731933138876788,6
67,0.25197672429486234,7
68,0.09203088680865681,8
69,0.15060460280526999,9
70,0.14885244106548484,10
71,0.19335740130163936,11
72,0.08105571310708203,12
73,0.08375686408168265,13
74,0.16382753964702695,14
75,0.10868525553771832,15
76,0.13111790113355187,16
77,0.12360412032504878,17
78,0.22978660148418506,18
79,0.09749801480891798,19
80,0.27721153160327289,0
81,0.08102943570732381,1
82,0.12113729160260245,2
83,0.15840209863204127,3
84,0.17494622032966742,4
85,0.12874681822782957,5
86,0.08859827122847987,6
87,0.17693494353791417,7
88,0.14445975380849060,8
89,0.16096718386851680,9
90,0.21739912309626552,10
91,0.13685776535368097,11
92,0.14265413521652193,12
93,0.13816921360763201,13
94,0.16577804818151595,14
95,0.16710531078520260,15
96,0.09674312627830364,16
97,0.13375543934723608,17
98,0.19956964761040941,18
99,0.14204016375534237,19
100,0.09172183941802521,0
101,0.10494721128023604,1
102,0.15087276903639010,2
103,0.14146136978563278,3
104,0.09862715930652238,4
105,0.10862949727397933,5
106,0.08952413010720138,6
107,0.12573172299043278,7
108,0.10632762127576026,8
109,0.08253570376288284,9
110,0.13088459690489260,10
111,0.14600424611957707,11
112,0.11174591746089985,12
113,0.12593578435610181,13
114,0.14224143438683137,14
115,0.20888311088197503,15
116,0.09299643376751333,16
117,0.10972635720740867,17
118,0.12526303983009901,18
119,0.10965000719441773,19
120,0.15936221643694076,0
121,0.09785030833299663,1
122,0.10136503790264870,2
123,0.22296465217786082,3
124,0.09137187900888555,4
125,0.11056267729281075,5
126,0.12922905121068548,6
127,0.10177929327162388,7
128,0.20513619760106916,8
129,0.21570656926700388,9
130,0.25451325983625067,10
131,0.14287555349874653,11
132,0.19128380139154938,12
133,0.07893747263457652,13
134,0.17561388622815594,14
135,0.16874802378597331,15
136,0.15978236843016014,16
137,0.11454300916974403,17
138,0.13659252451635631,18
139,0.14079896628241906,19
140,0.13639875796860340,0
141,0.12072015204379255,1
142,0.10542142899373107,2
143,0.23267496935764204,3
144,0.17233111026785669,4
145,0.09179416561211129,5
146,0.37615797822195185,6
147,0.32018227013760697,7
148,0.08833781608959111,8
149,0.11921709207618629,9
150,0.12770914719561616,10
151,0.10859937221826906,11
152,0.22474352082619403,12
153,0.14754396701095612,13
154,0.10683099106090566,14
155,0.09558774478607790,15
156,0.08044782950917180,16
157,0.15494783650086857,17
158,0.11244283486826817,18
159,0.12560921025199037,19
160,0.13857588282216210,0
161,0.12844927898999331,1
162,0.34846337432000196,2
163,0.12173435421487318,3
164,0.24824642438332345,4
165,0.12729021868631721,5
166,0.18625702414584544,6
167,0.43603874052170127,7
168,0.13429179765076524,8
169,0.10442865838999435,9
170,0.31158203179385308,10
171,0.26945833801503444,11
172,0.23521098134938329,12
173,0.23285300083856636,13
174,0.14486527664007834,14
175,0.09762467735964482,15
176,0.17770262312630919,16
177,0.17173508093613998,17
178,0.16813202674303152,18
179,0.15223666036942685,19
180,0.15251325983609382,0
181,0.12129567889477498,1
182,0.15507982541439186,2
183,0.27973862441896608,3
184,0.10000475094915279,4
185,0.08106974435604075,5
186,0.15243343220881395,6
187,0.09161272897336489,7
